71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,dwc:scientificName,Lambertocyon,74
0d05a365-36e8-4150-a350-23ed33f79b17,dwc:kingdom,Animalia,2310
1ebb0c8e-31f2-4564-b75d-65196bee4f09,dwc:genus,Enchodus,384
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:family,Anguidae,1131
1c8d18f4-5af2-4d86-98d2-8a5ed06456e2,family,staurodermatidae,11
71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,dwc:genus,Ischyromys,830
1ebb0c8e-31f2-4564-b75d-65196bee4f09,dwc:specificEpithet,arenarius,20
81316846-80cb-4913-8941-b31537761eb0,dwc:specificEpithet,hyperostosus,1772
137ed4cd-5172-45a5-acdb-8e1de9a64e32,taxonrank,family,12155
0220907a-0463-4ae0-8a0b-77f5e80fff40,dwc:identifiedBy,Glenn W. Storrs,173
5ab348ab-439a-4697-925c-d6abe0c09b92,genus,pliohippus,1214
5ab348ab-439a-4697-925c-d6abe0c09b92,genus,thomomys,3158
5ab348ab-439a-4697-925c-d6abe0c09b92,scientificname,geomyidae,1726
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:family,Pediomyidae,1596
137ed4cd-5172-45a5-acdb-8e1de9a64e32,dwc:scientificName,Syspacephalus sp.,2
0220907a-0463-4ae0-8a0b-77f5e80fff40,dwc:specificEpithet,peabodyi,42
d621e959-2633-4ec1-a2a2-5d97cd818b47,dwc:scientificName,Lunatia concinna,6
0220907a-0463-4ae0-8a0b-77f5e80fff40,dwc:specificEpithet,primaevus,207
137ed4cd-5172-45a5-acdb-8e1de9a64e32,dwc:family,Hildoceratidae,125
5ab348ab-439a-4697-925c-d6abe0c09b92,specificepithet,eatoni,200
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:specificEpithet,nitidus,770
137ed4cd-5172-45a5-acdb-8e1de9a64e32,dwc:scientificName,Euphemus (Euphemites) indicus,224
d621e959-2633-4ec1-a2a2-5d97cd818b47,dwc:family,Bibionidae,1201
1ebb0c8e-31f2-4564-b75d-65196bee4f09,family,hominidae,107
137ed4cd-5172-45a5-acdb-8e1de9a64e32,family,clymeniidae,97
0220907a-0463-4ae0-8a0b-77f5e80fff40,dwc:scientificNameAuthorship,"McCune, 1987",231
1ebb0c8e-31f2-4564-b75d-65196bee4f09,dwc:scientificName,Hybodus sp.,91
1ebb0c8e-31f2-4564-b75d-65196bee4f09,family,leporidae,1758
d621e959-2633-4ec1-a2a2-5d97cd818b47,specificepithet,texana,63
137ed4cd-5172-45a5-acdb-8e1de9a64e32,genus,terebratula,863
137ed4cd-5172-45a5-acdb-8e1de9a64e32,order,barrandeocerida,74
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:scientificName,Neohipparion,242
d621e959-2633-4ec1-a2a2-5d97cd818b47,family,tephritidae,436
71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,dwc:family,Brontotheriidae,716
81316846-80cb-4913-8941-b31537761eb0,dwc:scientificName,Uatchitodon,32
5ab348ab-439a-4697-925c-d6abe0c09b92,scientificname,allognathosuchus,56
5ab348ab-439a-4697-925c-d6abe0c09b92,order,perciformes,558
71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,dwc:scientificName,Caridosuctor populosum,150
71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,dwc:genus,Miopetaurista,3
71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,scientificname,miacis,52
137ed4cd-5172-45a5-acdb-8e1de9a64e32,dwc:scientificName,Dinorthis carletona,23
d621e959-2633-4ec1-a2a2-5d97cd818b47,dwc:genus,Zittelella,1
1ebb0c8e-31f2-4564-b75d-65196bee4f09,dwc:order,HETEROSTRACI,326
137ed4cd-5172-45a5-acdb-8e1de9a64e32,dwc:identifiedBy,"Jesse J. Galloway, Joseph St. Jean",354
