71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,genus,plagioctenodon,207
95ecb448-3c1f-4145-8565-4f6d51beb62c,dwc:order,Athyridida,24206
95ecb448-3c1f-4145-8565-4f6d51beb62c,dwc:family,Rhynchotrematidae,551
d621e959-2633-4ec1-a2a2-5d97cd818b47,dwc:identifiedBy,"Levy, Rick",4307
0220907a-0463-4ae0-8a0b-77f5e80fff40,dwc:class,Cephalaspidomorphi,155
5ab348ab-439a-4697-925c-d6abe0c09b92,specificepithet,argonautus,762
0220907a-0463-4ae0-8a0b-77f5e80fff40,family,allomyidae,120
5ab348ab-439a-4697-925c-d6abe0c09b92,family,apatemyidae,259
5ab348ab-439a-4697-925c-d6abe0c09b92,family,palaechthonidae,30
d621e959-2633-4ec1-a2a2-5d97cd818b47,scientificname,liopistha concentrica,5
137ed4cd-5172-45a5-acdb-8e1de9a64e32,family,yoldiidae,143
95ecb448-3c1f-4145-8565-4f6d51beb62c,dwc:genus,Rugatia?,18
71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,dwc:scientificName,Archaeomys,13
137ed4cd-5172-45a5-acdb-8e1de9a64e32,dwc:genus,Eridophyllum,317
1ebb0c8e-31f2-4564-b75d-65196bee4f09,class,gastropoda,209
137ed4cd-5172-45a5-acdb-8e1de9a64e32,dwc:family,Bakevelliidae,1474
95ecb448-3c1f-4145-8565-4f6d51beb62c,scientificname,clavicosta echinata,21
71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,family,omomyidae,218
5ab348ab-439a-4697-925c-d6abe0c09b92,specificepithet,maniculatus,854
137ed4cd-5172-45a5-acdb-8e1de9a64e32,dwc:scientificName,Meristella champlaini,6
0220907a-0463-4ae0-8a0b-77f5e80fff40,dwc:scientificName,Diacocherus minutus,49
137ed4cd-5172-45a5-acdb-8e1de9a64e32,dwc:scientificName,Lophophyllidium sp.,316
5ab348ab-439a-4697-925c-d6abe0c09b92,family,anguidae,1135
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:family,Megalonychidae,139
137ed4cd-5172-45a5-acdb-8e1de9a64e32,family,hildoceratidae,124
137ed4cd-5172-45a5-acdb-8e1de9a64e32,dwc:specificEpithet,explanata,69
5ab348ab-439a-4697-925c-d6abe0c09b92,genus,laoporus,70
1c8d18f4-5af2-4d86-98d2-8a5ed06456e2,dwc:genus,Streptelasma,10
1ebb0c8e-31f2-4564-b75d-65196bee4f09,family,suidae,25
137ed4cd-5172-45a5-acdb-8e1de9a64e32,dwc:family,Rhynchonellidae,511
137ed4cd-5172-45a5-acdb-8e1de9a64e32,dwc:scientificName,Amphistrophia peroccidens,5
0220907a-0463-4ae0-8a0b-77f5e80fff40,dwc:family,Geolabididae,48
137ed4cd-5172-45a5-acdb-8e1de9a64e32,scientificname,nuculites concentricus var. subovatus,62
0220907a-0463-4ae0-8a0b-77f5e80fff40,dwc:scientificNameAuthorship,"Owen, 1842",181
0220907a-0463-4ae0-8a0b-77f5e80fff40,scientificname,lacertilia,175
5ab348ab-439a-4697-925c-d6abe0c09b92,scientificname,merycodus cerroensis,79
d621e959-2633-4ec1-a2a2-5d97cd818b47,genus,cephalopone,55
d621e959-2633-4ec1-a2a2-5d97cd818b47,specificepithet,fusiformis,12
81316846-80cb-4913-8941-b31537761eb0,scientificname,reptilia,857
d621e959-2633-4ec1-a2a2-5d97cd818b47,dwc:genus,Heterohelix,42
95ecb448-3c1f-4145-8565-4f6d51beb62c,dwc:genus,Lissochonetes,2568
137ed4cd-5172-45a5-acdb-8e1de9a64e32,dwc:genus,Productella,825
0220907a-0463-4ae0-8a0b-77f5e80fff40,scientificname,apatemys sp.,18
5ab348ab-439a-4697-925c-d6abe0c09b92,scientificname,arretotherium,29
81316846-80cb-4913-8941-b31537761eb0,scientificname,archosargus,90
5ab348ab-439a-4697-925c-d6abe0c09b92,scientificname,mylagaulus,64
1ebb0c8e-31f2-4564-b75d-65196bee4f09,dwc:scientificName,MERYCOIDODONTIDAE,183
95ecb448-3c1f-4145-8565-4f6d51beb62c,genus,pentremites,441
1ebb0c8e-31f2-4564-b75d-65196bee4f09,class,amphibia,1467
7ae4d15d-62e2-459b-842a-446f921b9d3f,specificepithet,stantonii,37
1ebb0c8e-31f2-4564-b75d-65196bee4f09,dwc:scientificName,Ichthyodectes sp.,34
137ed4cd-5172-45a5-acdb-8e1de9a64e32,specificepithet,mackrothi,3
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:specificEpithet,levis,7
137ed4cd-5172-45a5-acdb-8e1de9a64e32,specificepithet,windsorensis,181
137ed4cd-5172-45a5-acdb-8e1de9a64e32,scientificname,dalmanites limulurus,136
81316846-80cb-4913-8941-b31537761eb0,dwc:scientificName,Lopholatilus,172
81316846-80cb-4913-8941-b31537761eb0,genus,lopholatilus,433
137ed4cd-5172-45a5-acdb-8e1de9a64e32,dwc:family,Ellipsocephalidae,60
71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,dwc:scientificName,Peradectes minutus cf,24
137ed4cd-5172-45a5-acdb-8e1de9a64e32,dwc:scientificName,Cyprimeria crassa,7
1ebb0c8e-31f2-4564-b75d-65196bee4f09,dwc:scientificName,Petalodus sp.,29
d621e959-2633-4ec1-a2a2-5d97cd818b47,specificepithet,parasitica,1
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:family,Talpidae,377
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:scientificName,Meniscoessus,121
137ed4cd-5172-45a5-acdb-8e1de9a64e32,genus,achistrum,54
1c8d18f4-5af2-4d86-98d2-8a5ed06456e2,scientificname,maretia subrostrata,20
0220907a-0463-4ae0-8a0b-77f5e80fff40,dwc:specificEpithet,periculorum,45
137ed4cd-5172-45a5-acdb-8e1de9a64e32,dwc:scientificName,Buccinum undatum,67
1ebb0c8e-31f2-4564-b75d-65196bee4f09,dwc:genus,Pomoxis,33
1c8d18f4-5af2-4d86-98d2-8a5ed06456e2,dwc:specificEpithet,irrorata,2
1c8d18f4-5af2-4d86-98d2-8a5ed06456e2,dwc:typeStatus,paratype,54
0220907a-0463-4ae0-8a0b-77f5e80fff40,dwc:scientificName,Cervidae,36
1c8d18f4-5af2-4d86-98d2-8a5ed06456e2,dwc:class,Malacostraca,174
1ebb0c8e-31f2-4564-b75d-65196bee4f09,scientificname,holonema sp.,1
95ecb448-3c1f-4145-8565-4f6d51beb62c,genus,chonetina,207
137ed4cd-5172-45a5-acdb-8e1de9a64e32,dwc:scientificName,Meristella praenuntia,88
137ed4cd-5172-45a5-acdb-8e1de9a64e32,scientificname,spirifer nerei,33
95ecb448-3c1f-4145-8565-4f6d51beb62c,scientificname,xestotrema,118
137ed4cd-5172-45a5-acdb-8e1de9a64e32,dwc:scientificName,Trepospira sphaerulata,399
137ed4cd-5172-45a5-acdb-8e1de9a64e32,scientificname,phyllograptus typus,20
7ae4d15d-62e2-459b-842a-446f921b9d3f,dwc:specificEpithet,radiata,40
71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,scientificname,canidae,41
d621e959-2633-4ec1-a2a2-5d97cd818b47,genus,schistomerus,51
71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,specificepithet,virginianus,86
1c8d18f4-5af2-4d86-98d2-8a5ed06456e2,scientificname,aequipecten gibbus,13
d621e959-2633-4ec1-a2a2-5d97cd818b47,scientificname,euphemites carbonarius,16
271a9ce9-c6d3-4b63-a722-cb0adc48863f,scientificname,dipsadoboa flavida broadleyi,8
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:family,Pachycephalosauridae,67
137ed4cd-5172-45a5-acdb-8e1de9a64e32,dwc:genus,Adolfia,35
1ebb0c8e-31f2-4564-b75d-65196bee4f09,scientificname,mosasauridae,113
137ed4cd-5172-45a5-acdb-8e1de9a64e32,genus,strobeus,158
1c8d18f4-5af2-4d86-98d2-8a5ed06456e2,dwc:family,Corbulidae,28
71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,dwc:specificEpithet,paroperarius,72
1ebb0c8e-31f2-4564-b75d-65196bee4f09,dwc:genus,Cricetodon,60
137ed4cd-5172-45a5-acdb-8e1de9a64e32,family,dicranograptidae,97
137ed4cd-5172-45a5-acdb-8e1de9a64e32,scientificname,paropsonema cryptophya,1
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:scientificName,Micropallas whitneyi,1
137ed4cd-5172-45a5-acdb-8e1de9a64e32,dwc:specificEpithet,neumayri,3
0220907a-0463-4ae0-8a0b-77f5e80fff40,family,bothriolepididae,67
271a9ce9-c6d3-4b63-a722-cb0adc48863f,specificepithet,endoi,36
5ab348ab-439a-4697-925c-d6abe0c09b92,family,syngnathidae,20
95ecb448-3c1f-4145-8565-4f6d51beb62c,scientificname,neospirifer dunbari,282
0220907a-0463-4ae0-8a0b-77f5e80fff40,genus,psammodus,12
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:genus,Calcarius,1000
81316846-80cb-4913-8941-b31537761eb0,family,balaenopteridae,30
d621e959-2633-4ec1-a2a2-5d97cd818b47,dwc:genus,Geomitra,43
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:genus,Trigonictis,5
95ecb448-3c1f-4145-8565-4f6d51beb62c,genus,ditomopyge,95
71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,scientificname,archaeotragulus krabiensis,2
137ed4cd-5172-45a5-acdb-8e1de9a64e32,scientificname,aulacoceras sp.,1
71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,scientificname,cylindrodon fontis,116
d621e959-2633-4ec1-a2a2-5d97cd818b47,dwc:scientificName,Belemnites attenuatus,1
1c8d18f4-5af2-4d86-98d2-8a5ed06456e2,scientificname,caryocorbula sp.,7
137ed4cd-5172-45a5-acdb-8e1de9a64e32,dwc:specificEpithet,maxillata,42
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:identifiedBy,systematic card,5596
0220907a-0463-4ae0-8a0b-77f5e80fff40,scientificname,promerycochoerus (pseudopromerycochoerus) montanus,5
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:specificEpithet,cunicularia,35
137ed4cd-5172-45a5-acdb-8e1de9a64e32,family,punctospiriferidae,98
1c8d18f4-5af2-4d86-98d2-8a5ed06456e2,scientificname,busycotypus spiratus,6
71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,dwc:genus,Tinosaurus,21
271a9ce9-c6d3-4b63-a722-cb0adc48863f,dwc:family,Leporidae,1842
137ed4cd-5172-45a5-acdb-8e1de9a64e32,dwc:identifiedBy,John G. Johnson,11
137ed4cd-5172-45a5-acdb-8e1de9a64e32,specificepithet,nodulifera,51
95ecb448-3c1f-4145-8565-4f6d51beb62c,dwc:family,Plectorthidae,287
5ab348ab-439a-4697-925c-d6abe0c09b92,scientificname,encodus ferox,5
0220907a-0463-4ae0-8a0b-77f5e80fff40,dwc:genus,Synorichthys,44
137ed4cd-5172-45a5-acdb-8e1de9a64e32,specificepithet,tricinctus,18
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:scientificName,Vulpes,97
0220907a-0463-4ae0-8a0b-77f5e80fff40,dwc:scientificNameAuthorship,"Gilmore, 1928",55
81316846-80cb-4913-8941-b31537761eb0,order,rodentia,172
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:phylum,Foraminifera,36907
0220907a-0463-4ae0-8a0b-77f5e80fff40,dwc:scientificNameAuthorship,"von Zittel, 1892",18
d621e959-2633-4ec1-a2a2-5d97cd818b47,dwc:specificEpithet,imbecillus,1
7b0809fb-fd62-4733-8f40-74ceb04cbcac,specificepithet,cardenasensis,61
7b0809fb-fd62-4733-8f40-74ceb04cbcac,dwc:family,Pseudolividae,362
7b0809fb-fd62-4733-8f40-74ceb04cbcac,dwc:genus,Chione,96
7b0809fb-fd62-4733-8f40-74ceb04cbcac,scientificname,globigerina bulloides,8
7b0809fb-fd62-4733-8f40-74ceb04cbcac,dwc:genus,Cadorinus,1
7b0809fb-fd62-4733-8f40-74ceb04cbcac,dwc:phylum,Bryozoa,187
7b0809fb-fd62-4733-8f40-74ceb04cbcac,dwc:scientificName,Caryocorbula martinae,2
7b0809fb-fd62-4733-8f40-74ceb04cbcac,genus,stoliczkaia,117
7b0809fb-fd62-4733-8f40-74ceb04cbcac,scientificname,eumetria vera,5
7b0809fb-fd62-4733-8f40-74ceb04cbcac,specificepithet,aricki,4
7b0809fb-fd62-4733-8f40-74ceb04cbcac,scientificname,magadiceramus subquadratus,6
7b0809fb-fd62-4733-8f40-74ceb04cbcac,dwc:scientificName,Subemarginula defranci,1
7b0809fb-fd62-4733-8f40-74ceb04cbcac,dwc:genus,Orthomyalina,18
7b0809fb-fd62-4733-8f40-74ceb04cbcac,genus,hesperocystis,13
7b0809fb-fd62-4733-8f40-74ceb04cbcac,dwc:specificEpithet,cuneata,16
7b0809fb-fd62-4733-8f40-74ceb04cbcac,dwc:genus,Spirolaxis,2
7b0809fb-fd62-4733-8f40-74ceb04cbcac,scientificname,maretia arguta,27
7b0809fb-fd62-4733-8f40-74ceb04cbcac,class,homoiostelea,5
7b0809fb-fd62-4733-8f40-74ceb04cbcac,scientificname,waagenoceras dieneri,14
7b0809fb-fd62-4733-8f40-74ceb04cbcac,scientificname,turrilites scheuchzerianus,3
7b0809fb-fd62-4733-8f40-74ceb04cbcac,dwc:family,Muniericeratidae,134
7b0809fb-fd62-4733-8f40-74ceb04cbcac,dwc:scientificName,Septarinia leuchtenbergensis,1
7b0809fb-fd62-4733-8f40-74ceb04cbcac,dwc:scientificName,Eucalycoceras,33
7b0809fb-fd62-4733-8f40-74ceb04cbcac,dwc:specificEpithet,plumosa,7
7b0809fb-fd62-4733-8f40-74ceb04cbcac,dwc:scientificName,Algericeras,1
7b0809fb-fd62-4733-8f40-74ceb04cbcac,scientificname,belosepia ungula,13
7b0809fb-fd62-4733-8f40-74ceb04cbcac,dwc:genus,Popanoceras,6
7b0809fb-fd62-4733-8f40-74ceb04cbcac,family,cytheruridae,27
7b0809fb-fd62-4733-8f40-74ceb04cbcac,specificepithet,bosquense,11
7b0809fb-fd62-4733-8f40-74ceb04cbcac,scientificname,xenophora trochiformis,3
7b0809fb-fd62-4733-8f40-74ceb04cbcac,dwc:specificEpithet,aurita,2
7b0809fb-fd62-4733-8f40-74ceb04cbcac,scientificname,astarte triangulata,2
7b0809fb-fd62-4733-8f40-74ceb04cbcac,genus,colwellia,11
7b0809fb-fd62-4733-8f40-74ceb04cbcac,dwc:specificEpithet,kiwiaster,8
7b0809fb-fd62-4733-8f40-74ceb04cbcac,dwc:specificEpithet,taurina,3
7b0809fb-fd62-4733-8f40-74ceb04cbcac,dwc:scientificName,Helix (Polygyra) leporina,10
7b0809fb-fd62-4733-8f40-74ceb04cbcac,genus,eogaudryceras,5
7b0809fb-fd62-4733-8f40-74ceb04cbcac,dwc:scientificName,Olivella floralis,5
7b0809fb-fd62-4733-8f40-74ceb04cbcac,scientificname,nemocardium (nemocardium) nicolletti,8
7b0809fb-fd62-4733-8f40-74ceb04cbcac,dwc:scientificName,Chama macerophylla,9
7b0809fb-fd62-4733-8f40-74ceb04cbcac,genus,trigonostoma,38
7b0809fb-fd62-4733-8f40-74ceb04cbcac,scientificname,neithea texana elongata,3
7b0809fb-fd62-4733-8f40-74ceb04cbcac,dwc:scientificName,Helicoplacus,3
7b0809fb-fd62-4733-8f40-74ceb04cbcac,dwc:genus,Homomya,24
