0220907a-0463-4ae0-8a0b-77f5e80fff40,order,artiodactyla,8600
71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,genus,shoshonius,320
7ae4d15d-62e2-459b-842a-446f921b9d3f,dwc:order,Marattiales,4341
137ed4cd-5172-45a5-acdb-8e1de9a64e32,specificepithet,guadalupensis,373
71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,dwc:family,Sciuridae,3264
95ecb448-3c1f-4145-8565-4f6d51beb62c,dwc:family,Elythidae,1952
137ed4cd-5172-45a5-acdb-8e1de9a64e32,scientificname,pugnax dawsonianus,299
7ae4d15d-62e2-459b-842a-446f921b9d3f,family,moraceae,645
7ae4d15d-62e2-459b-842a-446f921b9d3f,dwc:class,Gymnospermopsida,6156
137ed4cd-5172-45a5-acdb-8e1de9a64e32,scientificname,athyris sp.,964
5ab348ab-439a-4697-925c-d6abe0c09b92,genus,didelphodon,346
137ed4cd-5172-45a5-acdb-8e1de9a64e32,family,agathiceratidae,81
7ae4d15d-62e2-459b-842a-446f921b9d3f,order,caryophyllales,56
d621e959-2633-4ec1-a2a2-5d97cd818b47,family,vermetidae,51
137ed4cd-5172-45a5-acdb-8e1de9a64e32,dwc:order,Cornuta,599
95ecb448-3c1f-4145-8565-4f6d51beb62c,dwc:genus,Spinatrypa,126
1ebb0c8e-31f2-4564-b75d-65196bee4f09,genus,leuciscus,2
d621e959-2633-4ec1-a2a2-5d97cd818b47,dwc:identifiedBy,"Henderson, BR1",1
5ab348ab-439a-4697-925c-d6abe0c09b92,specificepithet,nebrascensis,1270
5ab348ab-439a-4697-925c-d6abe0c09b92,specificepithet,stigmaeus,16
5ab348ab-439a-4697-925c-d6abe0c09b92,scientificname,ectypodus tardus,416
137ed4cd-5172-45a5-acdb-8e1de9a64e32,genus,natica,163
1ebb0c8e-31f2-4564-b75d-65196bee4f09,family,nyctitheriidae,45
71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,order,rhadinichthyiformes,242
5ab348ab-439a-4697-925c-d6abe0c09b92,specificepithet,janisae,145
5ab348ab-439a-4697-925c-d6abe0c09b92,family,pappotheriidae,2
5ab348ab-439a-4697-925c-d6abe0c09b92,scientificname,pappotherium pattersoni,2
71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,scientificname,eumys,530
0220907a-0463-4ae0-8a0b-77f5e80fff40,scientificname,champsosauridae,51
71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,dwc:specificEpithet,populosum,150
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:scientificName,Equus idahoensis,30
137ed4cd-5172-45a5-acdb-8e1de9a64e32,dwc:scientificName,coprolite?,12
95ecb448-3c1f-4145-8565-4f6d51beb62c,dwc:family,Agnostidae,340
71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,genus,viverravus,157
1ebb0c8e-31f2-4564-b75d-65196bee4f09,family,polypteridae,117
1ebb0c8e-31f2-4564-b75d-65196bee4f09,scientificname,hemiauchenia vera,44
137ed4cd-5172-45a5-acdb-8e1de9a64e32,dwc:specificEpithet,pseudocameratus,236
71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,class,gastropoda,1
137ed4cd-5172-45a5-acdb-8e1de9a64e32,scientificname,meekella sp.,324
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:genus,Mammut,159
71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,scientificname,viverravus politus,2
1c8d18f4-5af2-4d86-98d2-8a5ed06456e2,scientificname,venericardia granulata,174
71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,genus,parahippus,54
81316846-80cb-4913-8941-b31537761eb0,dwc:genus,Eremotherium,234
137ed4cd-5172-45a5-acdb-8e1de9a64e32,dwc:scientificName,undet. Olividae,6
137ed4cd-5172-45a5-acdb-8e1de9a64e32,order,endocerida,207
137ed4cd-5172-45a5-acdb-8e1de9a64e32,scientificname,baculites larsoni,11
137ed4cd-5172-45a5-acdb-8e1de9a64e32,genus,flabellirhynchia,4
71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,specificepithet,browni,32
137ed4cd-5172-45a5-acdb-8e1de9a64e32,dwc:scientificName,Encrinurus punctatus,67
71b8ffab-444e-43f9-9a9c-5c42b0eaa5eb,scientificname,plesiadapis rex,37
81316846-80cb-4913-8941-b31537761eb0,dwc:family,Trionychidae,108
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:specificEpithet,macrotis,201
137ed4cd-5172-45a5-acdb-8e1de9a64e32,dwc:family,Halysitidae,196
0d05a365-36e8-4150-a350-23ed33f79b17,phylum,hemichordata,10
5ab348ab-439a-4697-925c-d6abe0c09b92,dwc:scientificName,Pliauchenia,98
