"scientificNameAuthorship","reps"
"Waterhouse, 1848",2
"(Waterhouse, 1928)",2
"(Waterhouse, 1940)",2
"Watkins, 1959",2
"Watkins, 1969",2
"Watling",2
"Watson, 1880",2
"Watson 1882",2
"Watson, 1882",2
"Watson, 1897",2
"Watson & Chen, 1998",2
"Watson Russell",2
"Watt.",2
"Wattebled",2
"W. + B.",2
"W.B.",2
"W.B. Clark",2
"W.C. Binney",2
"W. Comstock & Huntington, 1943",2
"W. D. Field, 1939",2
"(Weaver, 1912)",2
"Weaver 1960",2
"Weaver & Robertson",2
"Webb, Berthelot & Moquin-Tandon, 1836",2
"Weber, 1895",2
"Weber 1934",2
"Weber 1941",2
"Weber, 1942",2
"(Weber & de Beaufort, 1922)",2
"Webs.",2
"(Webster, 1908)",2
"(Webster and Benedict, 1884)",2
"(Webster & Benedict, 1887)",2
"Webster & Benedict, 1887",2
"Webster in Fenton & Fenton",2
"Wedekind, 1934",2
"Weidich",2
"Weidig",2
"Wein.",2
"(Weinkauff, 1875)",2
"(Weinkauff, 1878)",2
"Weinland, 1858",2
"(Weinland & Martens, 1859)",2
"Weinland & Von Martens",2
"(Weinzierl & Applin)",2
"(Weinzierl & Applin) 1929",2
"Weitzman, 1977",2
"Welby",2
"Weller?",2
"Weller, 1907",2
"Weller 1914",2
"Wells & Wells, 1961",2
"Wenzel & D",2
"(Werner)",2
"(Werner, 1904)",2
"(Werner 1935)",2
"Werner, 1943",2
"Wertl",2
"Wesenberg-Lund, 1962",2
"Wesson, L.G. & Wesson, R.G., 1939",2
"(Westblad, 1949)",2
"Westerl.",2
"(Westerlund, 1884)",2
"(Westring, 1861)",2
"Westwood, 1836",2
"(Westwood, 1839)",2
"(Westwood, 1843)",2
"(Westwood, 1872)",2
"Wetherby, 1881",2
"(Wetmore, 1926)",2
"Wetmore, 1927",2
"Wetmore, 1928",2
"Wetmore & Lincoln, 1931",2
"Weyenbergh, 1875",2
"Weymer, 1887",2
"Weymer, 1899",2
"(Weymer, 1911)",2
"Weyr",2
"Weyrauch, 1858",2
"(W Fischer, 1913)",2
"(W. Fox)",2
"Whatley, Ayress, Downing, 1986",2
"Whatley, Frame, Whittaker, 1978",2
"(W. H. Benson, 1852)",2
"W. H. Dall, 1908",2
"W. H. Edwards, 1861",2
"(W. H. Edwards, [1884])",2
"Wheeler 1898",2
"Wheeler 1908",2
"Wheeler, 1909",2
"Wheeler, 1914",2
"Wheeler 1942",2
"Wheeler and Mann 1914",2
"Wheeler & Chapman 1930",2
"Wheeler & Creighton 1934",2
"(Wheeler, W.M., 1928)",2
"Whelby, 1965",2
"Wherry",2
"Whistler, 1920",2
"Whistler & Kinnear, 1935",2
"(Whit.)",2
"(Whitaker, 1901)",2
"(White, 1874)",2
"(White, 1926)",2
"White and Whitfield, 1862",2
"Whiteaves 1887",2
"(Whiteaves, 1891)",2
"Whiteaves, 1891",2
"Whiteaves, 1895",2
"Whiteaves, 1906",2
"Whitfield, 1878",2
"Whitfield, 1882",2
"Whitfield 1885",2
"Whitfield, 1892",2
"Whitfield, 1907",2
"Whitley, 1830",2
"(Whitley, 1935)",2
"Whitley, 1939",2
"Whitley 1951",2
"(Whitney)",2
"Whittaker & Hodgkinson 1979",2
"Whittington, 1962",2
"Whittington in Miller",2
"Whitworth, 1954",2
"W. Horn, 1935",2
"W. Horn 1936",2
"Wh. & Wh.",2
"(Wickham 1913)",2
"(Wider)",2
"Widmark & Henriksson",2
"Wied, 1830",2
"Wiedersh",2
"Wiegmann",2
"Wieland, 1905",2
"Wieland, 1909",2
"Wieland, 1923",2
"Wien",2
"Wienkauff",2
"Wilcox 1936",2
"Wilfert & Gibson, 1974",2
"(Wilkens)",2
"Will",2
"(Willemoes-Suhm)",2
"Willemoes-Suhm",2
"Willett, 1934",2
"Willett, 1939",2
"Willett, 1944",2
"Williams, 1906",2
"Williams, 1980",2
"Williams, 1984",2
"Williams and Hefner, 1928",2
"Williams and Rona, 1986",2
"(Williams & Breger, 1916)",2
"(Williamson, 1858)",2
"Williamson 1902",2
"Williamson, 1907",2
"Willink 1959",2
"Willink, 1970",2
"(Williston, 1884)",2
"(Wilson, 1902)",2
"(Wilson, 1904)",2
"(Wilson, 1937)",2
"Wilson & Brown 1956",2
"Wilson & Palmer",2
"Wiman, 1901",2
"Winch.",2
"Winchell & Schuchert, 1895",2
"(Wind, 1946)",2
"Winslow 1962",2
"Winton & Adkins",2
"Wirth",2
"Wiss",2
"(Wissman)",2
"(Wissmay)",2
"With, 1915",2
"W. K. Emerson & A. d'Attilio, 1979",2
"W. & M.",2
"Wodehouse",2
"Wolfe, 1964",2
"Wolfhiigel, 1903",2
"Wongratana, 1983",2
"Wood, 1863",2
"Wood, 1868",2
"(Wood, 1927)",2
"Wood, 1961",2
"Wood, 1963",2
"Woodhouse, 1851",2
"Wooding 1925",2
"Wood-Mason, 1873",2
"(Wood-Mason, 1882)",2
"Woodring, 1925",2
"Woodring, 1926",2
"(Woodring, 1928)",2
"Woodring et al.",2
"Wood, S.",2
"(Woods, 1828)",2
"Woods, 1850",2
"Woods 1876",2
"Woods, Tenison",2
"Woodus",2
"Wood, W.",2
"(Woodward, 1894)",2
"Woodward, 1913",2
"Woolacott",2
"Wooldridge 1987",2
"Woollacott",2
"Worthen, 1884",2
"Worthington 1883",2
"(W.P. Brooks, 1915)",2
"W & R",2
"(Wright, 1869)",2
"Wright, Bauer & Sadlier, 2000",2
"(Wright & Kennedy)",2
"Wright & Studer",2
"Wroughton, 1908",2
"(Wroughton, 1916)",2
"\Wr.\ Pfeiffer",2
"'Wr.' Pfr.",2
"Wr Pfr",2
"'Wr.' Sowb",2
"Wstld",2
"W. S. Wright 1916",2
"W. S. Wright 1924",2
"(Wunderlich, 1976)",2
"Wunderlich 1992",2
"Wu, Rovito, Papenfuss & Hanken, 2009",2
"(Wynn, Reynolds, Buden, Falanruw & Lynch, 2012)",2
"(Wyville Thomson, 1873)",2
"Xantus",2
"(Yabe & Hanzawa)",2
"(Yager, 1987)",2
"Yager & Schram, 1986",2
"Yaginuma 1957",2
"Yamaguchi & Goedert, 2010",2
"Yamaguchi, Goedert & Kiel, 2016",2
"Yamato, 1992",2
"Yang & Weaver, 2002",2
"Yan & Tang, 1976",2
"Yaron, 1983",2
"(Yarrow, 1882)",2
"Yasuhara",2
"Yasuhara, Okahashi, & Cronin, 2009",2
"Yasumatsu & Brown, 1951",2
"(Yates)",2
"Yerger & Shipp 1967",2
"(Yersin)",2
"(Yochelson & Dutro)",2
"Yoh",2
"Yokoyama, 1927",2
"(Yokoyama, 1928)",2
"Yoshimoto, 1975",2
"Yoshino, 1997",2
"Young, 1937",2
"Young, 1964",2
"Young and Bird",2
"Young MS",2
"(Youngquist & Miller)",2
"Youngquist & Peterson",2
"Yu-Ping",2
"Zachos",2
"(Zaddach, 1844)",2
"Zallesky",2
"Zarudny, 1890",2
"Zarudny, 1906",2
"(Zarudny, 1907)",2
"Zarudny, 1914",2
"(Zarudny et Loudon, 1905)",2
"Zarudny & Harms, 1913",2
"Zdansky",2
"Zeig",2
"Zeigler",2
"Zeigler 1969",2
"Zeiler, 1857",2
"Zekeli",2
"Zelebor",2
"(Zenkevitch, 1964)",2
"Zhang, 1978",2
"Zhang & Pojeta",2
"Zhao et al., 2008",2
"Zhdanko, 1998",2
"Zheng, 1979",2
"(Zheng & Zheng)",2
"Zhu and Wen, 1978",2
"Zidek, 1980",2
"Ziegler 1844",2
"Ziegler, 1969",2
"Ziegler & Sandberg",2
"Zietel",2
"(Ziether)",2
"(Zilch, 1949)",2
"(Zimmer, 1929)",2
"(Zimmer, 1934)",2
"Zimmer, 1939",2
"Zimmerman 1971",2
"Zimmer & Phelps, 1945",2
"Zinsmeister 1983",2
"Zinsmeister and Griffin 1995",2
"Zittel, 1864",2
"Zittel 1876",2
"Zjuzin",2
"Z. & Mllf.",2
"Zullo 1967",2
"Zullo 1968",2
"Zullo 1969",2
"Zumpt",2
"Zweifel and Parker, 1989",2
"(1758)",1
"1784",1
"1819",1
"1822",1
"1844",1
"1845",1
"1846",1
"1848",1
"1850",1
"1851",1
"1863",1
"1868",1
"1872",1
"1874",1
"1875",1
"1897",1
"1899",1
"1908",1
"1916",1
"1918",1
"1924",1
"1926",1
"1928",1
"1929",1
"1939",1
"1942/07/25",1
"1943/07/06",1
"1959",1
"1959/01/",1
"1960",1
"1962",1
"1973",1
"1974",1
"1975",1
"1983",1
"4801",1
"717",1
"A + A",1
"A Ad.",1
"A-Ad.",1
"A, Ad.",1
"A. Ada.",1
"(A. Adama, 1863)",1
"A. Adams.",1
"A.Adams 1850",1
"(A.Adams, 1851)",1
"(A. Adams, 1853",1
"A.Adams 1853",1
"A.Adams 1854",1
"(A. Adams, 1860)",1
"A. Adams 1861",1
"A. Adams 1862",1
"A. Adams 1863",1
"(A. Adams, 1867)",1
"A. Adams, 1867",1
"A. Adams 1868",1
"(A. Adams, 1879)",1
"A. Adams and Angas",1
"A. Adams & Angas 1863",1
"A. Adams & Angas, 1864",1
"A. Adams & Angas 1867",1
"A. Adams & Angus",1
"(A. Adams \in\ H. & A. Adams, 1858)",1
"A Adams & Reeve",1
"A. Adams & Reeve",1
"A. Adams & Reeve 1850",1
"(A. Adams & Reeve MS, Reeve, 1847)",1
"(A-Ad) Cpr",1
"A.Ads",1
"A.Ads.",1
"A. Agassiz, 1862",1
"A. Agassiz 1898",1
"A. Agassiz and HL Clark, 1907",1
"A. Agassiz & H.L. Clark, 1906",1
"(A.A. Gould, 1847)",1
"A. A. Gould, 1849",1
"(A. A. Gould, 1852)",1
"A.Agus.",1
"A.AJ.",1
"Aaron 1886",1
"Abb. and Ladd.",1
"Abbas & Krull, 2009",1
"Abbot",1
"Abbott, 1874",1
"Abbott 1951",1
"Abbott 1952",1
"Abbott, 1958",1
"Abbott 1968",1
"Abbott, 1973",1
"Abbott, 1986",1
"(Abbott and Ladd, 1951)",1
"(Abbott and Ladd, 1953)",1
"Abbott & Finlay",1
"Abbott & Rehder",1
"Abdullah 1967",1
"Abe, 1955",1
"Abel, 1926",1
"A. Beu 1984",1
"Abildgaard, 1795",1
"(Abildgaard, 1806)",1
"(Abilgaard, 1794)",1
"A. Binn",1
"A. B. Meyer, 1884",1
"(A. B. Meyer, 1886)",1
"A. B. Meyer, 1890",1
"(A. B. Meyer, 1893)",1
"Abott",1
"Abraham",1
"(Abraham, 1877)",1
"A.Braun 1851",1
"(A.Braun ex W.Buckland) A.Braun ex Stizenberger (1836) 1851",1
"a.brrgh.sp.",1
"Absalao, Miyaji & Pimenta, 2001",1
"Absalão & Oliveira, 2011",1
"(A. Butler, 1866)",1
"(A. Butler, 1873)",1
"A. Butler & H. Druce, 1872",1
"[A. & C.]",1
"Accordi",1
"(Acenolaza & Durand)",1
"Acero P., Tavera, Anguila & Hernández 2016",1
"A. C. Meinertzhagen",1
"(Acosta)",1
"A. Costa",1
"Acosta, 1999",1
"Ada.",1
"Ad, A.",1
"Adam and Leloup 1855",1
"Adams 1835",1
"Adams 1846",1
"(Adams, 1847)",1
"(Adams, 1848)",1
"Adams 1850",1
"Adams 1851",1
"Adams, 1861",1
"(Adams, 1863)",1
"Adams 1863",1
"Adams, 1863",1
"(Adams, 1869)",1
"(Adams, 1872)",1
"(Adams, 1875)",1
"Adams, 1914",1
"Adams 1982",1
"Adams., A.",1
"(Adams, A., 1846)",1
"(Adams, A., 1851)",1
"Adams, A., 1854",1
"(Adams, A. 1861)",1
"(Adams, A., 1863)",1
"Adams & Adams, 1853",1
"(Adams and Reeve)",1
"Adams and Reeve 1849",1
"Adams and White",1
"Adams and White, 1848",1
"(Adams, C. B., 1850)",1
"Adams, C.B. 1850",1
"Adams & Martin, 1930",1
"Adams & nudsen",1
"Adamson",1
"Adams & Reeve 1847",1
"Adams + Rve, 1850",1
"Ad and Ang.",1
"Ad. and Ang.",1
"Ad and Reeve",1
"Ad. and Reeve",1
"Ad and Rve.",1
"Ad + Ang.",1
"Ad. & Ang",1
"Ad. + Ang",1
"Ad. + Ang.",1
"Ad. Ang.",1
"Ad+ Ang",1
"Ad + Angas",1
"Ad. & Angus",1
"Adanis",1
"adanson",1
"Ad. & Auges",1
"A.D. Br.",1
"A. D. Brewer, 1896",1
"A. D. Brewer, 1898",1
"'A.D. Brown' Angos",1
"Addicott & Durham",1
"Addicott et al.",1
"Adds, A.",1
"A. de Miranda-Ribeiro, 1920",1
"Ad., H.",1
"Adkins, 1918",1
"Adkins, 1930",1
"(Adkins & Winston)",1
"Adl",1
"Adler and Hancock, 1855",1
"Adlerz 1902",1
"\Admason\ Dautz",1
"Adn.",1
"Ado & Reeve",1
"Adrain & Edgecombe",1
"Adrain et al., 2009",1
"Ad & Reeve",1
"Ad + Reeve.",1
"Ad & Rv",1
"Ad & Rve.",1
"Ad + Rve",1
"Ad. + Rve",1
"Ad+Rve",1
"Ads and Reeve",1
"Ads and Rve",1
"Ads and Rve.",1
"Ads. and Rve.",1
"Ads & Ang",1
"Ads + Ang",1
"Ads. + Ang",1
"Ads.+Ang.",1
"Ads. & Angus",1
"Ad Schm",1
"Ads., H.",1
"Ads. + Rve.",1
"Ads./Rve. 1850",1
"(A.E.J. Férussac, 1832)",1
"A.E. Smith 1884",1
"A. E. Smithh",1
"A. E. Verrill, 1875",1
"(A. E. Verrill, 1880)",1
"(A.E. Verrill, 1882)",1
"(A.E. Verrill, 1884)",1
"A.F.W.",1
"A.F. Wagner",1
"Afz.",1
"A. Ga.",1
"Ag. and J.",1
"Ag. and Jaumei",1
"Ag and Jme.",1
"(Agassiz, 18?)",1
"(Agassiz, 1828)",1
"(Agassiz, 1834)",1
"(Agassiz, 1837)",1
"(Agassiz 1840)",1
"(Agassiz, 1844)",1
"Agassiz, 1848",1
"Agassiz, 1854:344-348",1
"Agassiz 1898",1
"Agassiz, 1938",1
"Agassiz, A. 1898",1
"Agassizi, 1850",1
"Agassiz in Sowerby, 1838",1
"Agassiz In Spix and Agassiz, 1831",1
"Agassiz [L.] 1859",1
"Agas. Var.",1
"(É. Geoffroy Saint-Hilaire, 1811)",1
"É. Geoffroy Saint-Hilaire, 1834",1
"Ag & Jaume",1
"Ag & Jme",1
"Agnas, 1877",1
"Agnes",1
"Agosti",1
"Ag. & P. Fart.",1
"(A. Grandidier, 1867)",1
"A. Gras",1
"A. grat",1
"A. Gray",1
"(A.Gray) Parry ex S.Watson",1
"A. Gres.",1
"Ags.",1
"A.G. Smith 1959",1
"(A. G. Smith, 1961)",1
"A.G. Smith 1968",1
"(A. G. Smith & Gordon, 1948)",1
"Ag.sp.",1
"Aguago & Farfante",1
"(Aguayo, 1932)",1
"Aguayo, 1949",1
"Aguayo and Jamme",1
"Aguayo and Jaume",1
"Aguayo and Rheder",1
"Aguayo and Sanchez Roig, 1953",1
"Aguayo & Jaume, 1936",1
"Aguayo & Jaume, 1954",1
"Aguayo & Jaume, 1957",1
"Aguayo & Quinones",1
"(Aguerrevere)",1
"Aguerrevere 1925",1
"A & H",1
"(A H Clark ,1908)",1
"A. H. Clark, 1909",1
"(A H Clark, 1911)",1
"(A H Clark 1912)",1
"A H Clark, 1914",1
"A.H. Clark, 1920",1
"A H Clark, 1936",1
"A H Clark, 1937",1
"A.H. Clark, 1946",1
"A H Clark, 1947",1
"Ahl 1922",1
"Ahl, 1926",1
"(Ahl, 1931)",1
"Ahl, 1937",1
"(Ahrens, 1811)",1
"Ahyong & Poore, 2004",1
"Aibigny",1
"(Ailly)",1
"Airoldi",1
"(Aiton) Willd.",1
"(Akers)",1
"Akers, 1955",1
"Akoch",1
"A. Koch",1
"Al",1
"Al.",1
"(Alós & Campoy, 1981)",1
"Alós & San Martín, 1987",1
"Alalykina, 2014",1
"Alayón, 1985",1
"Al.B.",1
"Albaugh & Black, 1973",1
"(Albers)",1
"(Albers, 1852)",1
"Albert and Crampton 2003",1
"Albert & Crampton, 2001",1
"(Alberti, 1966)",1
"Alb. Grase",1
"albidahocard",1
"Al. Brog.",1
"Al Brong",1
"(Alcock, 1889)",1
"Alcock, 1899",1
"(Alcock, 1905)",1
"Alcock, 1905",1
"Alcock and Anderson, 1899",1
"Ald",1
"Alder, 1841",1
"Alder 1844",1
"Alders",1
"Aldr.",1
"Aldrich 1893",1
"(Aldrich, 1896)",1
"(Aldrich, 1910)",1
"Aldrich, 1910",1
"Aldrich 1915",1
"(Aldrich 1916)",1
"Aldrich 1916",1
"(Aldrich, 1921)",1
"Aldrich 1926",1
"Aldrich, 1926",1
"(Aldritch, 1916)",1
"Alecde D'Orb.",1
"Aleev, 1956",1
"Alegret, Thomas",1
"Alesandrov, 1927",1
"(Alexander, 1899)",1
"(Alexander, 1901)",1
"(Alexander, 1911)",1
"Alexander 1927",1
"Alexander 1928",1
"Alexander 1930",1
"(Alexander, 1931)",1
"Alidubon",1
"Allen, 1878",1
"Allen, 1887",1
"(Allen, 1890)",1
"Allen, 1904",1
"Allen, 1917",1
"Allen, 1942",1
"(Allen, 1975)",1
"(Allen, 1987)",1
"Allen, 2007",1
"Alleni",1
"(Allen & Morgan, 1981)",1
"Allen & Robertson, 1991",1
"Allison 1965",1
"Allison & Adegoke 1969",1
"(Allix) 1913",1
"Allman, 1869",1
"Allman, 1874",1
"Allman, 1878",1
"(Allmon, 1990)",1
"Alph.",1
"Alphéraky, 1889",1
"Al-Rawi",1
"Alston, 1876",1
"Alt.",1
"Alt., 1961",1
"A. Lutz, 1925",1
"Alvarado, R. & J. Alvarez, 1964",1
"Alvarenga",1
"Alvarenga & Bonaparte in Campbell",1
"Alvarez",1
"Alvarez, 1977",1
"Alvarez & Brunton, 2000",1
"Álvarez-Campos, San Martín & Aguado, 2012",1
"Álvarez-Campos, San Martín & Aguado, 2013",1
"Alvarez & Martín, 1967",1
"Amapondense",1
"Amaral, 1925",1
"(Amaral, 1935)",1
"(Amaral, 1955)",1
"Améziane, Bourseau, Heinzeller & Roux, 1999",1
"A.M. Clark, 1987",1
"(Ameghino)",1
"Ameghino, 1888",1
"Ameghino, 1901",1
"(A. Meyer, 1899)",1
"(A. Milne Edawrds)",1
"(A. Milne-Edwards)",1
"(A. Milne-Edwards, 1868)",1
"A. Milne Edwards, 1868",1
"A. Milne-Edwards, 1869",1
"A. Milne-Edwards, 1870",1
"A. Milne-Edwards, 1881b",1
"(A. Milne Edwards, 1883)",1
"A. Milne Edwards, 1894",1
"(A. Milne Edwards & Bouvier, 1894)",1
"(A. Milne-Edwards & Bouvier, 1894)",1
"A. Milne-Edwards & Bouvier, 1897",1
"A. Milne-Edwards & Bouvier, 1900",1
"A. More",1
"Amyot and Serville 1843",1
"Ancay",1
"Ancey, 1881",1
"Ancey, 1888",1
"Ancey, 1890",1
"(Ancey, 1893)",1
"Ancibor",1
"Ancy.",1
"And 1884)",1
"Andersen, 1908",1
"Andersen 1952",1
"Andersen 1961",1
"Anderson, 1877",1
"(Anderson, 1902)",1
"Anderson, 1947",1
"Anderson 1952",1
"Anderson, 1966:816",1
"Anderson et al.",1
"Anderson & Hanna 1915",1
"Anderson in Hanna 1914",1
"Anderson in Hanna 1924",1
"(Anderson & Leviton, 1966)",1
"Anderson & Martin?",1
"Anderson + Martin",1
"Anderson & Martin, 1915",1
"Anderson & Martin 1926",1
"(Andersson, 1903)",1
"(André, 1881)",1
"André, 1883",1
"André, 1887",1
"André, 1890",1
"(André, 1892)",1
"Andre 1890",1
"(Andreae, 1888)",1
"Andrewes 1920",1
"Andrewes 1923",1
"Andrewes 1937",1
"Andrewes 1947",1
"Andrews, 1902",1
"(Andrews) Gray & Torrey",1
"Andrews & Mamay",1
"Andrews & Pannell",1
"Andriamalala",1
"Andriashev, 1955",1
"Andriashev, 1962",1
"Andriashev, 1967",1
"Andriashev, 1982",1
"Andriashev and Neyelov, 1978",1
"(Andrusov, 1897)",1
"Andrusov, 1897",1
"Angas ?",1
"(Angas, 1872)",1
"(Angas, 1876)",1
"Angas, 1876",1
"Angas 1877",1
"(Angas, 1878)",1
"Angas, 1879",1
"Angehio?",1
"(Angel, 1920)",1
"Angel, 1938",1
"(Angel, 1950)",1
"Angell",1
"Angus 1867",1
"Angus 1872",1
"Anlon",1
"anmacher",1
"( anmacher, 1798)",1
"Annand",1
"Annandale, 1912",1
"Annandale, 1918",1
"Ann and Prash",1
"(Anonymous [Lacepède] 1798)",1
"(Anonymous [Lacepède], 1798)",1
"Antevs",1
"(Anthony)",1
"\Anthony\ in Reeve",1
"(Antom, 1849)",1
"(Anton)",1
"Anton.",1
"(Antunes & Jonet)",1
"A. O. Walker, 1895",1
"(Aoyagi, 1949)",1
"Appin & Jordan 1945",1
"Applegate",1
"(Applin 1925)",1
"(Applin) 1925",1
"Applin & Jordon 1945",1
"A + R",1
"A&R",1
"Aradas",1
"(Aradas, 1854)",1
"(Aradas, 1870)",1
"Aradas and Benoit 1876",1
"(Aradas and Maggiore, 1841)",1
"(Aradas and Maggiore, 1843)",1
"Aradas & Benoit",1
"(Aradas & Benoit, 1876)",1
"Arambourg, 1952",1
"Ar. and Cis.",1
"(Arango, 1862)",1
"Arango+Clench",1
"Araya & Osorio, 2016",1
"Arber",1
"Arbigny",1
"Arcangeli, 1930",1
"(Archer)",1
"Archer, 1941",1
"Archer, 1951",1
"Archer, 1985",1
"Archer et al.",1
"Archey, 1992",1
"(Archiac)",1
"(Archiac & Haime)",1
"Archibald, 1982",1
"Ardila & Harasewych, 2005",1
"Arendt",1
"Argas 1871",1
"Argeno",1
"(\Ar.\ Gundl.)",1
"Aristov and Rasnitsyn 2014",1
"Arkell, 1952",1
"Armas, 1982",1
"Armas and Marcano Fondeur, 1987",1
"Armbruster, 2005",1
"Armbruster, Tansey & Lujan, 2007",1
"(Armstrong)",1
"Armstrong, 1949",1
"Arnaud",1
"Arn. & Cl.",1
"Arnimeleck",1
"Arnold?",1
"(Arnold, 1906)",1
"Arnold, 1924",1
"Arnold 1928",1
"Arnold, 1946",1
"Arnold 1948",1
"Arnold 1955",1
"Arnold & Ash",1
"Arnoldi 1928",1
"(Arnold) Mamay & Read",1
"Arnold var",1
"A. roem.",1
"A.Rom.",1
"AROM",1
"Aron and McCrery, 1958",1
"(Arosemena & Ibanez, 1994)",1
"A. R. Phillips, 1947",1
"Arrow",1
"ARROW, 1947",1
"(Ørsted)",1
"Örsted, 1844",1
"Artem",1
"(Arthaber, 1911)",1
"Arthur",1
"Arthur & Burrow, 1957",1
"Arthur & Clifford, 1961",1
"(Artis) Sternberg",1
"(As.)",1
"Asano 1936",1
"(Asano 1937)",1
"Asano 1937",1
"(Asano) 1938",1
"Asano 1944",1
"(Asano) 1950",1
"Asano 1950",1
"(Asano) 1952",1
"(Asano & Inomata)",1
"Asano & Inomato",1
"Asano & Murata",1
"Asatkin",1
"(Ascanius, 1767)",1
"A. Sch.",1
"A. Schem.",1
"Aschers",1
"Ashby",1
"(Ashby, 1922)",1
"Ashby 1929",1
"Ashby & Cotton",1
"Ashlee",1
"Ashmead 1884",1
"(Ashmead, 1890)",1
"(Ashmead, 1895)",1
"Ashmead, 1904",1
"A. Sikvestri 1903",1
"(A. Silvestri 1898)",1
"A. Silvestri 1902",1
"(A. Silvestri 1904)",1
"(A. S. Jensen, 1905)",1
"A. S. Menke 1988",1
"(A. Smith, 1831)",1
"A. Smith, 1831",1
"(Asseyeva, 1974)",1
"Assman",1
"Östergren, 1898",1
"(Astier)",1
"Astrova",1
"Ataur Rahman, 1976",1
"Athearn",1
"Athearn, 1964",1
"Attems, 1895",1
"Attems, 1896",1
"(Attems, 1899)",1
"Attems 1900",1
"Attems, 1900",1
"(Attems, 1902)",1
"Attems, 1903",1
"Attems, 1907",1
"(Attems, 1909)",1
"Attems,1909",1
"Attems, 1912",1
"Attems 1917",1
"Attems, 1922",1
"Attems 1928",1
"Attems (check 1909)",1
"A.T. Wagn",1
"(Atwood, 1869)",1
"Aubé, 1837",1
"Aube",1
"Aucey",1
"Auct",1
"(Auct)",1
"auct. non L.",1
"Auctt.",1
"Audinet-Serville 1835",1
"(Aud. & Milne Edwards)",1
"Audouin 1831",1
"Audouin & Edwards, 1826",1
"(Audouin & Milne Edwards, 1833)",1
"Audouin & Milne-Edwards, 1833",1
"Audouin & Milne Edwards, 1834",1
"Audubon and Bachman, 1851",1
"Auffenberg",1
"Auffenberg, 1955",1
"Auffenberg & Goin, 1959",1
"Aug",1
"Augas",1
"Augener",1
"Augener, 1914",1
"(Augener, 1922)",1
"Augener, 1927",1
"Augener, 1928",1
"Augua",1
"Augustine & Uribe, 1927",1
"Aurivillius",1
"Aurivillius, 1895",1
"Aurivillius 1898",1
"(Aurivillius, 1899)",1
"Ausich & Copper, 2010",1
"Austaut, 1905",1
"Austin & Austin",1
"Austin & Austin, 1844",1
"(Auston 1860)",1
"Author unknown",1
"authorYearLU[\Eurypogon\, \confusus\]",1
"(A. & V.)",1
"Avadas and Benoit",1
"Averincev, 1972",1
"Avery",1
"Avinoff & Sweadner, 1951",1
"A. Wagner",1
"A. Warren, 2011",1
"A. W. B. Powell, 1926",1
"A. W. B. Powell, 1932",1
"A. W. B. Powell, 1951",1
"A. White",1
"Ax, 1951",1
"(Axelrod)",1
"Axelrod, 1944",1
"Axelrod, 1966",1
"Axelrod, D.I.",1
"Axelrod, D.I. 195",1
"Ayer",1
"(Ayers, 1851)",1
"Aymard, 1848",1
"Ayres, 1848",1
"Ayres 1859",1
"Ayress & Swanson",1
"Özdikmen, 2010",1
"Azevedo 1999",1
"(A. Zimmermann, 1934)",1
"(Azuma)",1
"Azuma 1960",1
"Azuma, 1971",1
"Azuma 1972",1
"Azuma, 1972",1
"Azuma, 1973",1
"Azzaroli & Voorhies",1
"Büchner, 1888",1
"Béarez 2001",1
"(Baba, 1936)",1
"(Baba, 1938)",1
"Baba, 1938",1
"(Baba, 1954)",1
"Baba, 1960",1
"Baba, 1977",1
"Babcock in Babcock Et Al",1
"(Bach)",1
"Badcock, 1918",1
"(Baehr, 1977)",1
"Baer, 1924",1
"Baer, 1926",1
"(Baer, 1933)",1
"Baert, 1984",1
"(Bagg.)",1
"Bagg 1895",1
"Böhlke, 1953",1
"Böhlke, 1955",1
"Böhlke, 1960",1
"Böhlke, 1968",1
"Böhlke [J. E.] & Robins [C. R.] 1970",1
"Böhlke & Randall, 1963",1
"Böhlke & Robins 1960",1
"(Bailey 1851)",1
"Bailey 1854",1
"Bailey 1861",1
"(Bailey, 1880)",1
"(Bailey, 1928)",1
"(Bailey, 1940)",1
"(Bailey, 1946)",1
"Bailey & Baskin, 1976",1
"Bailey & Etnier 1988",1
"Baily and Baily",1
"(Baird, 1835)",1
"(Baird) 1836",1
"(Baird, 1843)",1
"(Baird, 1850) Triebel, 1941",1
"Baird 1873",1
"Baird, 1962",1
"Baird & Girard 1856",1
"Baka & Hend.",1
"Baker.",1
"Baker 1891",1
"Baker 1897",1
"Baker, 1927",1
"Baker 1951",1
"Baker, 1980",1
"Baker Et Al",1
"(Baker & Hanna, 1927)",1
"Baker, Hanna & Strong, 1928",1
"(Baker, Hanna & Strong, 1938)",1
"Baker, Hanna & Styrong, 1928",1
"Baker, N.B.",1
"Baker & Spicer",1
"Balch, 1899",1
"Baldinger and Gable, 2002",1
"Bales 1938",1
"Baliani 1933",1
"(Balinville, 1832)",1
"(Balkwill & Wright, 1885)",1
"Ball, 1909",1
"Ball 1975",1
"Ball 1978",1
"Ballard",1
"(Ballew)",1
"Ballew, 1985",1
"Ball & Shpeley",1
"(Balme and Hennelly) Høeg and Bose 1960",1
"(Balme and Hennelly) Hart 1964",1
"(Balme and Hennelly) Potonié 1958",1
"(Balogh, 1978)",1
"(Balss, 1933)",1
"Balthasar",1
"(Balthasar, 1939)",1
"Balushkin",1
"Baly 1859",1
"Baly 1874",1
"Baly 1886",1
