"genus","reps"
"Fuscicuiconcha",1
"Fuscinus",1
"Fuscomaia",1
"Fusconaias",1
"Fusconaio",1
"Fusconais",1
"Fuselinds",1
"Fusigonalia",1
"FUSIMILUS",1
"Fusimus",1
"Fusinas",1
"Fusineus",1
"\Fusinus\",1
"Fusionaria",1
"Fusisyrinx",1
"Fusitaria",1
"Fusitriton  cf.",1
"Fusiulus",1
"Fusnonaia",1
"Fusonaia",1
"Fusonia",1
"Fusosurcula",1
"Fusoterebra",1
"Fussonaia",1
"Fussulinidea",1
"Fussurella",1
"Fustiserphus",1
"Fusuinus",1
"FUSULINA",1
"?Fusus",1
"Gabaris",1
"Gabrius",1
"Gadina",1
"Gadmia",1
"Gaeana",1
"Gaediopsis",1
"Gafafrarium",1
"Gaffarium",1
"Gaffrarium",1
"Gafrarum",1
"Gafrasium",1
"Gafsarium",1
"Gaigeria",1
"Gaininella",1
"Galapa",1
"Galapagomystides",1
"Galatheascus",1
"Galax",1
"Galaxia",1
"Galbra",1
"Galbreathia",1
"Galcomma",1
"Galeatrivia",1
"Galechirus",1
"Galenia",1
"GALEODES",1
"Galeola",1
"GALEOLA",1
"Galeolamna",1
"Galera",1
"GALERITES",1
"Galeroclypeus",1
"Galerusoma",1
"Galinsoga",1
"Gallatinia",1
"Gallennithyris",1
"Gallieniella",1
"Galliostoma",1
"Galoeastraea",1
"Galoemma",1
"Galvinia",1
"Gamarophoria",1
"Gammaropsis",1
"Ganasella",1
"Gandakasia",1
"Gandanameno",1
"Gandryna",1
"Ganeria",1
"Ganesa",1
"Gangamocytheridea",1
"Gangara",1
"Ganilophus",1
"Ganimus",1
"Ganiograptus/Didymograptus",1
"Ganyra",1
"Gaotis",1
"Garaleus",1
"Garberoceras",1
"Gardinoseris",1
"Garfrarium",1
"Garibus",1
"Garmanella",1
"Garmanichthys",1
"Garnettius",1
"Garniericeras",1
"Garramites",1
"Garudinia",1
"Garuia",1
"GARUM",1
"Gascondia",1
"Gasocanis",1
"Gasocaris",1
"Gaspespongia",1
"Gasterochisma",1
"Gasteroclupea",1
"Gasterodonta",1
"Gasteronemus",1
"Gasteropelacidae",1
"Gasteropelecidae",1
"Gasteropod",1
"Gasthropod",1
"Gastioliths",1
"Gastochaena",1
"Gastoocopta",1
"Gastorfed",1
"Gastracopta",1
"Gastrallanobium",1
"Gastrallus",1
"GASTRANA",1
"Gastriocera",1
"Gastroceras",1
"Gastroceros",1
"Gastrochaena?",1
"Gastrochaenna",1
"Gastrochaenopsis",1
"Gastrochama",1
"Gastrochana",1
"Gastrocrinus",1
"Gastrodonata",1
"Gastrolina",1
"Gastromicans",1
"Gastrophanella",1
"gastroplites",1
"Gastropods; unidentified",1
"Gastropopta",1
"Gastropteron",1
"Gastrosacus",1
"Gastrosiphites",1
"Gastrosopta",1
"Gastroteron",1
"Gathynia",1
"Gaudichaudia",1
"Gaudrya",1
"Gaudryceras?",1
"Gaudryinara",1
"Gaudryinopsis",1
"Gaura",1
"Gauromyrmex",1
"Gaurotes",1
"Gaviella",1
"Gavolina",1
"Gaymardia",1
"GAZACRINUS",1
"Gecco",1
"Geckobia",1
"Geckolepsis",1
"Geckonia",1
"Geffenina",1
"Gefrarium",1
"Geinebra",1
"GEISINA",1
"Geisonosceras",1
"Gelasmodon",1
"Gelasopteron",1
"Gelidium",1
"Gellius",1
"Gelociga",1
"Gelonia",1
"Geloptera",1
"Gelotia",1
"Geminopora",1
"Gemmatriletes",1
"Gemmelarodus",1
"Gemmipora",1
"Gemmulina",1
"Gen.",1
"Geneviella",1
"Geniculograptos",1
"Genioloboceras",1
"GENOCIDARIS",1
"Genopteryx",1
"Genostoma",1
"Genselia",1
"Gentilicamelus",1
"Genytreamus",1
"Geocichla",1
"Geocome",1
"Geode",1
"Geodites",1
"Geodromicus",1
"Geoesarma",1
"Geoglomeris",1
"Geomalia",1
"Geomanlia",1
"Geomyza",1
"Geonoma",1
"Geopachyiulus",1
"Geoporites",1
"Geopsittacus",1
"Georgissa",1
"Geostilbia",1
"Geotenthis",1
"Geotiphia",1
"Geotracheoniscus",1
"Geotrecha",1
"Geotrochatella",1
"Geotrochud",1
"Geotrophis",1
"Geotrypus",1
"Gephioceras",1
"Gephuropora",1
"Gephyromantis",1
"Gephyropsis",1
"GEPHYROTES",1
"Gephyrothuria",1
"Geraecormobius",1
"Geragnostella",1
"Geranchon",1
"Geranoides",1
"Gerarda",1
"Gerarulus",1
"Gerephemera",1
"Gerlachea",1
"Gerobatrachus",1
"Geronites",1
"Gerospina",1
"Gerrhonotous",1
"Gerstaeckeria",1
"Gertholites?",1
"Gertschiola",1
"Gertschosa",1
"Gervilia",1
"Gervilla",1
"Gervillea",1
"Gervilleia",1
"Geryone",1
"Gesaia",1
"Gesiella",1
"Getalodus",1
"Geyeria",1
"Geyeria?",1
"Geyerina",1
"Geyra",1
"Giauraca",1
"Gibberdesmus",1
"Gibberulum",1
"GIBBITHYRIS",1
"Gibbolucina",1
"Gibbulina",1
"Gideona",1
"Gidleumys",1
"Giffordius",1
"Giganloproducturs",1
"Gigantella",1
"Giganthoprodenetes",1
"Gigantobalanus",1
"Gigantocapulus",1
"Gigantocarcinus",1
"Gigantopepsis",1
"Gigantopteridium",1
"Gigantorhynchus",1
"Gigantospongia",1
"Gigantotermes",1
"Gigantowales",1
"Gigantus",1
"Gigastropheodonta",1
"Gilbertolus",1
"Gilibertia (Dendropanax)",1
"Gillechinus",1
"Gilledia",1
"Gillina",1
"Gilmoreia",1
"Gilmoreosaurus",1
"Gilsonite",1
"Gilvostia",1
"Gima",1
"Gingko",1
"Ginkgodium",1
"Ginkgophyton",1
"Ginkgospongia",1
"Ginnania",1
"Giordanella",1
"GIPIDULA",1
"Girardinichthys",1
"Gironniera",1
"Girtyites",1
"GIRTYOCOELIA",1
"Girtyspira?",1
"Girvagnostus",1
"Girvella",1
"Gislenometra",1
"Gitanopsis",1
"Gitaria",1
"Giusaca",1
"Givira",1
"Glabivalvulina",1
"Glabra",1
"GLABRATELLINA",1
"Glabrella",1
"Glabrocin",1
"Glabropilumnus",1
"Glabula",1
"Glacomya",1
"Gladiopomum",1
"GLAESSNEROPSIS",1
"Glancomya",1
"Glanconome",1
"Glandinella",1
"GLANDULA",1
"Glandulina cf.",1
"Glanosuchus",1
"Glansoceras",1
"Glanyromyrmex",1
"Glaphrites",1
"Glaphurochiton?",1
"GLAPHYRITES",1
"Glaphyrokoris",1
"Glaphyroptera",1
"Glaphyroptula",1
"Glarichelys",1
"Glaridodon",1
"Glaucina",1
"Glauclina",1
"Glaucomyia",1
"Glauconomma",1
"Glaucopis",1
"Glaucopsyclte",1
"Glaucotes",1
"Glaucus",1
"Gleacina",1
"Glechernia",1
"Glectopylis",1
"Gleditschia",1
"Gleicheniaceous",1
"Glenopsis",1
"Glenosema",1
"Gleocapsa",1
"Gliricidia",1
"Globanus",1
"GLOBECPHORA",1
"Globicoucha",1
"Globiella",1
"Globigeraspis",1
"Globigerinapsis",1
"GLOBIGERINELLA",1
"Globigerinoidesella",1
"Globiscala",1
"GLOBOBULIMINA",1
"Globoconella",1
"Globocrinusnus",1
"Globorosalina",1
"GLOBOROTALOIDES",1
"GLOBOZYGA",1
"Globrotalia",1
"Globulodus",1
"Globulospinella",1
"Glockerichnus",1
"Glodianus",1
"Gloeocapsa",1
"Gloiopotes",1
"Glomerella",1
"Glomulina",1
"Glomulus",1
"Glosshypothyridina",1
"Glossicythereis",1
"Glossina?",1
"Glossochelys",1
"Glossograptus/Climacograptus",1
"Glossograptus/Cryptograptus",1
"Glossograptus/Dicellograptus",1
"Glossopteria",1
"Glossostylus",1
"Glottidea",1
"Glottis",1
"Glottolepis",1
"Glptoceras",1
"Gluvia",1
"Glycea",1
"Glyceris",1
"Glycimesis",1
"Glycinda",1
"Glycineris",1
"Glyciphagus",1
"Glycodonta",1
"Glycycmeris",1
"Glycymens",1
"glycymeris",1
"Glycymeris?",1
"Glycymeris (axinea)",1
"Glyeimeris",1
"Glymmatabolbina",1
"Glypaster",1
"Glypharthrus",1
"Glyphepithema",1
"Glyphisodan",1
"Glyphoden",1
"Glyphodeta?",1
"Glyphodiscus",1
"Glyphopeltis",1
"Glyphstoma",1
"Glyphtolithodes",1
"Glyphurus",1
"Glyphyalinia",1
"Glypstoma",1
"Glyptacros",1
"Glyptaesopus",1
"Glyptanisus",1
"Glypteuthria",1
"GLYPTICUS",1
"GLYPTOBAIRDIA",1
"Glyptobaris",1
"Glyptobunus",1
"Glyptoconcha",1
"GLYPTOCYSTELLA",1
"Glyptocystis",1
"Glyptodontopelta",1
"Glyptogrus",1
"Glyptolichvinella",1
"Glyptolithodes",1
"Glyptolus",1
"Glyptoma",1
"Glyptomaria",1
"Glyptoostoma",1
"Glyptorha",1
"Glyptorhynchus",1
"Glyptosternon",1
"Glyptotoxoceras",1
"Glyptotus",1
"GLYPTOXANTHUS",1
"Glyscymeris",1
"Gnathanacanthus",1
"Gnathantes",1
"Gnathia",1
"Gnathodn",1
"Gnathodolus",1
"Gnathorhynchia",1
"Gnathotrichus",1
"Gnathusa",1
"Gneiss",1
"Gnidia",1
"Gnomomys",1
"Gnophodes",1
"Gnophos",1
"Gnophria",1
"Gnorimosphaeroma",1
"Gobbettia",1
"Gobiella",1
"Gobiichthys",1
"Gobiobotia",1
"Gobiocichla",1
"Gobiohyus",1
"Gobiomorphus",1
"Goboides",1
"Gobraeus",1
"Godinia",1
"Godzillus",1
"Goethalsiella",1
"Goethemia",1
"Goldenbergia",1
"Goldmania",1
"Goldringoceras",1
"Goldsonia",1
"Goleremys",1
"Goleta",1
"Goliocrinus",1
"Golovatchia",1
"Gomalia",1
"Gomobasis",1
"Gomophia",1
"Gomopygus",1
"Gomortega",1
"Gomphechinus",1
"Gomphima",1
"Gomphocerus",1
"Gomphochernes",1
"Gomphocystites?",1
"Gomphocythere",1
"Gomphodesmus",1
"Gomphosauridion",1
"Gomphostobus",1
"Gompina",1
"Gonaria",1
"Gonasida",1
"Gonatonotus",1
"Gondwanula",1
"Goneatara",1
"Goneophorus",1
"Gonethella",1
"Goniabis",1
"Goniacidalia",1
"Goniastea",1
"Goniasterid",1
"Goniatities",1
"Goniistius",1
"Gonimaretia",1
"Gonimyrtea",1
"\Goniobasis\",1
"Goniobatis",1
"Goniocardium",1
"Goniocephalus",1
"Gonioclypeus",1
"Goniodoridella",1
"Goniodoris",1
"Goniolina",1
"Goniomylacris",1
"Gonionaedyceras",1
"Gonionemoides",1
"Goniontophus",1
"Goniopecten",1
"Goniophora?",1
"GONIOPHORA",1
"Goniophosus",1
"Goniopneustes",1
"Goniorhyncha",1
"GONIORYHNCHIA",1
"Gonioteloides",1
"Gonioteuthis",1
"Goniothecium",1
"Goniothophis",1
"GONIOTHYRIS",1
"Goniotrochoceras",1
"Gonium",1
"Gonocallus",1
"Gonocephalis",1
"Gonocephalum",1
"Gonodon",1
"Gonoidea",1
"Gonoidoris",1
"Gonomia",1
"Gonomya",1
"Gononotus",1
"Gonopsis",1
"Gonotelma",1
"Gonothyrea",1
"Gonotropis",1
"Gonrimocrinus",1
"Gonus",1
"Gonycephalus",1
"Gonycranaus",1
"Gonydiscus",1
"Gonyleptellus",1
"Gonyleptoides",1
"Gonyodiseus",1
"Goodalia",1
"GOODALLIA",1
"Goolangia",1
"Gooleria",1
"Gooloogongia",1
"Gordionus",1
"Gorgasella",1
"Gorgodera",1
"Gorgoderina",1
"Gorgoisphaeridium",1
"Gorgoleptis",1
"Gorgonella",1
"Gorgonichthys",1
"Gorgoniscus",1
"Gorgopsina",1
"Gorjanovicia",1
"Gorytodes",1
"Gosfordia",1
"Gosseletina?",1
"Gostrochena",1
"Gostrodonta",1
"Gothalassoceras",1
"?Gouldia",1
"Gourmya",1
"gowatite",1
"Goweroconcha",1
"Goyacrinus",1
"Gozacrinus",1
"Grablenpea",1
"Grabulax",1
"Gracilidris",1
"Gracilimanus",1
"Gracilisuchus",1
"Gracilitheca",1
"Gracupica",1
"Gradatiscala",1
"Graecopithecus",1
"Graffilla",1
"Grafphanocrinus",1
"Grahamichthys",1
"Graletoupia",1
"Gralitonpia",1
"Grallacheles",1
"Grammanotosoecia",1
"Grammarus",1
"Grammatodan",1
"GRAMMATODON",1
"Grammatotria",1
"Grammecava",1
"Grammicolepididae",1
"GRAMMIPIA",1
"Grammomys",1
"Grammopsia",1
"Grammoptera",1
"Grammotomatella",1
"Grammyia",1
"Grammysia?",1
"Grammysioid",1
"Grammysioidea?",1
"Grammysoioidea",1
"Granadonus",1
"Granastyochus",1
"Granatocrinites",1
"Grandidenia",1
"Granicorium",1
"Granila",1
"Granobrissoides",1
"GRANOCARDIUM",1
"Granpupa",1
"Grantus",1
"Grantziceras",1
"Grantziceras?",1
"Granulata",1
"Granulatus",1
"Granuliferelloid",1
"Granuliferelloides",1
"Graphaea",1
"Graphicomassa",1
"Graphicus",1
"Graphinotus",1
"Graphiodon",1
"Graphiopunchites",1
"Graphiphora",1
"Graphonotus",1
"Grapsicepon",1
"GRAPSUS",1
"Graptoclerus",1
"Graptocythere",1
"Graptodictya?",1
"Graptolith",1
"Graptomyza",1
"Grasia",1
"Grassinella",1
"Gratelupia",1
"Gratilupia",1
"Graueria",1
"Grauhara",1
"Graycassis",1
"Greeleya",1
"Greenwoodoconcha",1
"Gregoriella",1
"Gregoromys",1
"Gregoryceras",1
"Gremmula",1
"Grenella",1
"Greslya",1
"Gretna",1
"Grevillia",1
"Greyia",1
"GRIFFITHIDES",1
"Grihippus",1
"Grimalditeuthis",1
"Grinvanella",1
"Griphodictya",1
"Griphodon",1
"Griphognathus",1
"Grippidia",1
"Gromphadorholaelaps",1
"Grossopterus",1
"Grouvellina",1
"Grubeopolynoe",1
"Grubeulepis",1
"Grumiana",1
"Grundlachia",1
"Grundulus",1
"Gryhaea",1
"Gryllid",1
"Gryllotalpa",1
"Grypaea",1
"Gryphaea (pycnodonta)",1
"Grypheus",1
"Grypidius",1
"Grypolithax",1
"Gryposaurus",1
"Grypotherium",1
"Gsatrocopta",1
"Gstrea",1
"Guadana",1
"Guajacum",1
"Gualosuchus",1
"Guanajuatomys",1
"Guangxicyon",1
"Guasinia",1
"Gubbula",1
"Guchinodon",1
"Gudeo",1
"Guentheridia",1
"Guentherus",1
"Guestieria",1
"Guettardia",1
"Guilielmites",1
"Guitarra",1
"Guitartia",1
"Guiyu",1
"Gulaphallus",1
"Gulickia",1
"Gulisporites",1
"Gullella",1
"Gullipori",1
"Gumbellina",1
"Gumingia",1
"Gunnelichthys",1
"Guntherichthys",1
"Gurmatia",1
"Gustabilicrinus",1
"Gutbiera",1
"Gutternium",1
"Guttigadus",1
"Gutturnum",1
"Guyanancistrus",1
"Gwlella",1
"Gwynnedichnium",1
"Gxyskyla",1
"Gyalophylax",1
"Gyandrophthalma",1
"Gyge",1
"Gymmarion",1
"GYMMIPIA",1
"Gymnapistes",1
"Gymnapogon",1
"Gymnasio",1
"Gymnelis",1
"Gymnetis",1
"Gymnobates",1
"Gymnobelideus",1
"Gymnocaulus",1
"Gymnocerithium",1
"Gymnochares",1
"Gymnocnemia",1
"Gymnocodium",1
"Gymnodraco",1
"Gymnogobius",1
"Gymnomyza",1
"Gymnopthalmus",1
"Gymnoptychus",1
"Gymnosarda",1
"Gymnoscelis",1
"Gymnoscyphus",1
"\Gymnosperm ovule\",1
"Gymnostomus",1
"Gymnotrachelus",1
"Gymnurechinus",1
"Gymophthalmus",1
"Gymotoid",1
"Gynandropus",1
"Gynandrorhynchus",1
"Gynandrotarsus",1
"Gynarosophia",1
"Gyniulus",1
"Gynmarion",1
"Gynnis",1
"Gynnneum",1
"Gynonites",1
"Gyoides",1
"Gyphosoma",1
"GYPIDULA",1
"Gypidula or Sieberella",1
"Gypis",1
"Gypsichnites",1
"Gypsum",1
"Gyrades",1
"Gyralulus",1
"Gyraulaus",1
"Gyrichnites",1
"Gyrinea",1
"Gyrinium",1
"Gyrinopsis",1
"Gyroblatta",1
"Gyrocarpusocarpon",1
"Gyrolis",1
"Gyroma",1
"Gyrophaena",1
"Gyrophlebia",1
"Gyrophyllites?",1
"Gyrphaea",1
"Gyrpodoma",1
"Gyrulus",1
"Gysineum",1
"Gzheloceras?",1
"Haasanodonta",1
"Haasodonta",1
"Hablea",1
"HABROCONUS",1
"Habronyx",1
"Habrophlebiodes",1
"Habroptila",1
"Habrosasurus",1
"Habrosauroides",1
"Hacelia",1
"Hacella",1
"Hacoma",1
"Hadena",1
"Hadenoecus",1
"Hadoprion",1
"Hadotermes",1
"Hadralucina",1
"Hadrocyon",1
"Hadrohercos",1
"Hadrotarsus",1
"Hadrotreta?",1
"Haematera",1
"Haematopinus",1
"Haematopis",1
"Haematopsis",1
"Haemomaster",1
"Haemonia",1
"Haemorrhagia",1
"Haentzschelinia",1
"Haerteocrinus",1
"Hagedashia",1
"Hagena",1
"Hageniola",1
"Hagenomyia",1
"Hagenowia",1
"Hagenowinoides",1
"Hagno",1
"Haguia",1
"Haileyia",1
"Haimeina",1
"Haimeophyllum",1
"Haimesastraea",1
"Hainania",1
"Haitipoma",1
"Hajeda",1
"Halaspis",1
"Halcurius",1
"Halcyonium",1
"Haldanodon",1
"Halec",1
"Haleion",1
"Haleria",1
"Haletta",1
"HALIA",1
"Haliatis",1
"Halicampus",1
"Halichchondria",1
"Haliclyptus",1
"Halicryptus",1
"Halictoides",1
"Halidesmus",1
"Halieutella",1
"Haliichthys",1
"Halimacanthus",1
"HALIMEDIDES",1
"Haliobis",1
"Haliotia",1
"Haliotinella",1
"Haliotites",1
"Haliotus",1
"Halipegus",1
"Haliphysema",1
"Haliporoides",1
"HALIRIS",1
"Halisidota",1
"Halistaura",1
"Halistemma",1
"Halitiara",1
"HALLATIA",1
"Halloporid?",1
"Halobates",1
"Haloclava",1
"Halocordyle",1
"Halocypselus",1
"Halodule",1
"Halogetocrinus",1
"Halophila",1
"Halopocellio",1
"Halorella",1
"Halospira",1
"Halplotrema",1
"Halycon",1
"Halyserites",1
"Halysestheria",1
"Halysichnus",1
"Halysisis",1
"Halysites?",1
"Halysitid",1
"Halystyleus",1
"Halystylis",1
"Halystylys",1
"Hamalopsis",1
"Hamamelidoxylon",1
"Hamatid",1
"Hamatolenus",1
"Hamatophyton",1
"Hamatus",1
"Hame",1
"Hamiacirsa",1
"Hamimea",1
"Hamineoa",1
"Haminoca",1
"Haminola",1
"Haminonea",1
"Haminrea",1
"Hamirostra",1
"Hamite",1
"Hammarocnemis",1
"Hammea",1
"Hamminoea",1
"Hammites",1
"Hamomya",1
"Hampea",1
"Hamulatisporites",1
"Hanaia",1
"Handentomus",1
"Haninidae",1
"Hanleyella",1
"Hanleyia",1
"Hanshessaster",1
"Haophitus",1
"Hapalips",1
"Hapalocarcinus",1
"Hapalomys",1
"Hapaloptera",1
"Hapaloptila",1
"Hapalopus",1
"Hapalosoma",1
"Haphylaea",1
"Haplacrioceras",1
"Haplegis",1
"Haplidus",1
"Haploblepharus",1
"Haplobolbina",1
"Haplocercus",1
"Haplocerus",1
"Haplocion",1
"Haplocochleas",1
"HAPLOCOCHLIAS",1
"Haplocyclodesmus",1
"Haplocytherida",1
"Haplodontosaurus",1
"Haploglenius",1
"Haploglomeris",1
"Haplograptus (?)",1
"Haplograptus/Callograptus",1
"Haplohelix",1
"Haplometra",1
"Haplomolgus",1
"Haplonodon",1
"Haplonycteris",1
"Haplopharynx",1
"Haplophilus",1
"Haplophlebium",1
"HAPLOPHRAGMOIDES",1
"Haplophyrne",1
"Haplopleuroceras",1
"Haploscoloplus",1
"Haplostegus",1
"Haplostethus",1
"Haplotaxis",1
"Haplotia",1
"Haplotichnus",1
"HAPLOTREMA",1
"Haplotyemum",1
"Happlotrema",1
"Hapsiceraurus",1
"Hapsophyllum",1
"Haptogenys",1
"Hardground",1
"Hardmanoceras",1
"Hardyia",1
"Hargravesia",1
"Haringtonhippus",1
"Harjesia",1
"Harmeria",1
"Harminea",1
"Harmodice",1
"Harmodites",1
"Harmostocrinus",1
"Harmostomum",1
"Hörnesia",1
"Haropes",1
"Harpachne",1
"HARPACTOCARCINUS",1
"Harpactocrates",1
"Harpagichromis",1
"Harpax",1
"Harpepus",1
"Harpiliopsis",1
"Harpilius",1
"Harpogolestes",1
"Harpolithobius",1
"Harposis",1
"Harpyopsis",1
"Harrimania",1
"Harringtonia",1
"Harrisia",1
"Hartina",1
"Hartmania",1
"Harvardia",1
"Hasemania",1
"Hasmigona",1
"Hassarius",1
"Hassiacosuchus",1
"Hasstilesia",1
"Hastard",1
"Hastatellina",1
"HASTEDIA",1
"Hastilina",1
"Hatica",1
"Hatschekia",1
"HATTOPSIS",1
"HAUERINA",1
"Hauffenia",1
"Haupa",1
"Havenina",1
"Haverina",1
"Havlicekia",1
"HAWAIARCA",1
"Hawaii",1
"Hayamia",1
"Haydenella",1
"Haydenoceras",1
"Hayensina",1
"Hayoceros",1
"\HC Morphotype 1\",1
"\HC Morphotype 2\",1
"HEALDIA",1
"Healtena",1
"Hebe",1
"Hebediscus",1
"Hebeixyela",1
"Hebertia",1
"Hebertocaris",1
"Hebianthmum",1
"Hebortellanisis",1
"Hecabolus",1
"Hecataeus",1
"HEDECARDIUM",1
"Hedlcyella",1
"Hedoulxia",1
"Hedychium",1
"Hedychridium",1
"Hedylopsis",1
"Heelyoslona",1
"Heikeopsis",1
"Heilipus",1
"Heinzia",1
"Helcigona",1
"Helciodiscus",1
"Helcionella A",1
"Helcionicus",1
"Helcornia",1
"Heldia",1
"Heldonensis",1
"Helea",1
"Helecina",1
"Helecostyla",1
"Helembius",1
"Helenacanthus",1
"Helenodora",1
"Heleobia",1
"Heleopera",1
"Helerodonax",1
"Helferella",1
"Heliacus?",1
"Heliadornis",1
"Heliana",1
"Helianthemum",1
"Helias",1
"Heliases",1
"Heliastraea",1
"HELIASTREA",1
"Helicadiscus",1
"Helicalla",1
"Helicampodus",1
"Helicana",1
"Helicastyla",1
"Heliciella",1
"Helicigomia",1
"Helicigon",1
"Helicinacus",1
"Helicioniscus",1
"Helico",1
"Helicobulinus",1
"Helicoconis",1
"Helicodicus",1
"Helicolithus",1
"Helicon",1
"Helicondonta",1
"Heliconiini",1
"Helicophagus",1
"Helicophana",1
"Helicophanila",1
"Helicopsis",1
"Helicoraphe",1
"Helicospira",1
"Helicosta",1
"Helicostula",1
"Helicostylo",1
"Helicotragus",1
"Helicudiscus",1
"Helicula",1
"Heliocanthus",1
"Helioceras",1
"Heliocolithus",1
"HELIOFUNGIA",1
"Helioharpes",1
"Heliomanus",1
"Heliophycus",1
"Heliopyrgus",1
"Heliosestarium",1
"Heliospongia?",1
"Heliphyllum",1
"Heliscodiscus",1
"HELISOMA",1
"Helisona",1
"HELIX",1
"Helixligata",1
"Hellarocrinus (?)",1
"Helleriella",1
"Helluo",1
"Helluonidius",1
"Helluopapua",1
"Helminitnoida",1
"Helminthodes",1
"Helminthoglypta?",1
"?Helminthoida",1
"Helminthophyllum",1
"?Helminthopsis",1
"Heloecius",1
"Helospira",1
"Helsioniseus",1
"Helvetia",1
"Hemaea",1
"Hemalopsis",1
"Hemalosaura",1
"Hemasodes",1
"Hemaulus",1
"Hemerophila",1
"Hemfusus",1
"Hemi",1
"Hemiarchaediscus",1
"Hemiarthrus",1
"Hemiaspenites",1
"?Hemiaster",1
"Hemiaster?",1
"Hemiceras",1
"Hemicetopsis",1
"Hemiconus",1
"Hemicorallium",1
"Hemicordulia",1
"Hemicosmorthoceras",1
"Hemiculterella",1
"Hemicyclopora",1
"Hemicyprinotus",1
"HEMICYSTITES",1
"Hemicytherideis",1
"Hemidiadema",1
"Hemidiscella",1
"Hemielopopsis",1
"Hemiemblemaria",1
"Hemierana",1
"Hemiergi",1
"Hemifusus?",1
"Hemigaleus",1
"Hemigalus",1
"Hemigastrodrilus",1
"Hemilactica",1
"Hemilepisthus",1
"Hemilepistus",1
"Hemilophus",1
"Hemilutjanus",1
"HEMIMACTRA",1
"Hemimactrea",1
"Hemimicroceras",1
"Hemimylacris",1
"Hemimyzon",1
"Heminaetictra",1
"Heminajas",1
"Heminaspina",1
"?Heminautilus",1
"Heminodes",1
"Heminodus",1
"Heminsinus",1
"Hemiocidaris",1
"Hemiodon",1
"Hemiodontichthys",1
"Hemipalaeaster",1
"Hemipataga",1
"Hemipeneus",1
"Hemipholis",1
"HEMIPHRAGMA",1
"Hemiphylactella",1
"Hemipimelodus",1
"Hemipleeta",1
"Hemiplethorynchy",1
"Hemipneustus",1
"Hemipolygona",1
"Hemipriconites",1
"Hemipsilichthys",1
"Hemiptelea",1
"Hemirrhagus",1
"Hemiscorpius",1
"Hemisfusus",1
"Hemisimus",1
"Hemispatangus",1
"Hemisphaeranthos",1
"Hemisterna",1
"Hemistomia",1
"Hemistus",1
"Hemitapes",1
"Hemitaurichthys",1
"Hemithiris?",1
"Hemithyris?",1
"Hemitrapa",1
"Hemitremia",1
"Hemitrocleus",1
"Hemitusus",1
"Hemizonia",1
"Hemizyga (q)",1
"Hempiplecta",1
"Hemplecta",1
"Hemus",1
"Hemyloticus",1
"HENDERSONIA",1
"Hendersoniella",1
"Hendersonina",1
"Henelberg",1
"Henericardia",1
"Henga",1
"Henicomus",1
"Henicopygus",1
"Heniuster",1
"Hennigopora",1
"HENNIGOPORA",1
"Henricia?",1
"Henricosbornia",1
"Henrisaussurea",1
"HENRYA",1
"Heoclisis",1
"Heolus",1
"Heomesia",1
"Hepatinulus",1
"Hepatiscus",1
"Hepdophis",1
"Hepialus",1
"Hepiolus",1
"Heplotrema",1
"Heptaconus",1
"Heptahendeka",1
"Heptanchus",1
"Heptascelio",1
"Heptastruma",1
"Heptogenia",1
"Heptopoma",1
"Heraclides",1
"Heradida",1
"Heratemis",1
"Herbstiala",1
"HERCOSESTRICA",1
"HERELLA",1
"HERENTIA",1
"Heriaeus",1
"Herichthys",1
"Heritopsis",1
"Heritschioides?",1
"Hermania",1
"HERMANIA",1
"Hermanites?",1
"Hermilepidonotus",1
"Heroceras",1
"Herodonax",1
"Heroina",1
"Heroldia",1
"Herona",1
"Heronimus",1
"Herpelea",1
"Herpetocrinus",1
"Herpetocypris",1
"Herpetocypris?",1
"HERPETOCYPRIS",1
"Herpetogomphus",1
"Herpetoma",1
"Herpeton",1
"Hertha",1
"Herviera",1
"Herycina",1
"Herznachites",1
"Hesiocaeca",1
"Hesperagrion",1
"Hesperaptyxis",1
"Hesperato",1
"Hesperhyus",1
"Hesperoherpeton",1
"Hesperolemur",1
"Hesperonamia",1
"Hesperophyllum",1
"Hesperopilio",1
"Hesperopora",1
"Hesperorhipis",1
"Hesperorth",1
"Hesperorthis?",1
"Hesperosiren",1
"Hesperosorex",1
"Hesperothis",1
"Hesperus",1
"Hessea",1
"Hessolestes",1
"Hessotiara",1
"Hesycha",1
"Heteiocoelia",1
"Heteracantha",1
"Heteralentia",1
"Heteralosia?",1
"Heteranoma",1
"Heteranomia",1
"Heteranthera",1
"Heteredonax",1
"Heterillina",1
"heteroblastie",1
"Heteroblastus",1
"Heterocaninia?",1
"Heterocardia",1
"HETEROCARPUS",1
"Heterocenobtusis",1
"Heterocetus",1
"Heteroclinus",1
"Heteroconis",1
"Heterocope",1
"Heterocordylus",1
"Heterocricetodon",1
"Heterocrinus (locrinus)",1
"Heterocrisina",1
"Heterodactylus",1
"Heterodiadena",1
"Heterodidema",1
"Heterodonax?",1
"HETERODONAX",1
"Heterodonaz",1
"Heterodontonyx",1
"Heteroepedanus",1
"Heterofragilia",1
"Heterofusus",1
"Heterogaster",1
"Heterogasterine",1
"Heterogramma",1
"Heterojapyx",1
"Heterolacurbs",1
"Heterolepis",1
"Heteromycteris",1
"Heteromyiella",1
"Heteromyza",1
"Heteropanope",1
"Heteropegma",1
