"family","reps"
"Dorcasiidae",42
"Echinocyamidae",42
"Erotylidae",42
"Gadiformes",42
"Galeritidae",42
"GLOSSIDAE",42
"Goniadidae",42
"Hippothoidae",42
"Hodotermitidae",42
"Laemophloeidae",42
"Lysiosquillidae",42
"Metridiidae",42
"Notopteridae",42
"Nymphaeales",42
"Otoitidae",42
"Parathelphusidae",42
"Peltaspermaceae",42
"Phytotomidae",42
"Plumulitidae",42
"Protolophidae",42
"Ptychitidae",42
"Ptychoceratidae",42
"ROMANCHEINIDAE",42
"Saxifragaceae",42
"Stomatoporidae",42
"STROPHEODONTIDAE",42
"TAENIOLABIDIDAE",42
"Ulidiidae",42
"Albuneidae",41
"Ancorinidae",41
"Aristolochiaceae",41
"Assamiidae",41
"Astraspidae",41
"Barylambdidae",41
"Binneyitidae",41
"Caprinulidae",41
"Cheilodactylidae",41
"Ctenoluciidae",41
"Echinothuriidae",41
"Ellesmeroceratidae",41
"Epistomariidae",41
"Garryaceae",41
"Haliotididae",41
"Heliornithidae",41
"Hudsonasteridae",41
"Ingelarellidae",41
"Leontiniidae",41
"Lepidesthidae",41
"Llanoaspididae",41
"Metalegoceratidae",41
"Muricoidea",41
"Odontopygidae",41
"Onychasteridae",41
"Palescharidae",41
"Pelobatidae, Scaphiopodidae",41
"Plotosidae",41
"Polypteridae",41
"Pseudagnostidae",41
"Reteporidae",41
"Sandokanidae",41
"undefinable",41
"Ussuritidae",41
"Acutichitonidae",40
"Altingiaceae",40
"AMIIDAE",40
"Ancistrorhynchidae",40
"APATEMYIDAE",40
"Byrrhidae",40
"Ceratopygidae",40
"Chaenopsidae",40
"Cheirocrinidae",40
"Chydoridae",40
"Corallinaceae",40
"CRANIIDAE",40
"Curticiidae",40
"Cylindrophymatidae",40
"ECHINOMETRIDAE",40
"Encalyptocrinidae",40
"Eogyrinidae",40
"Eudesiidae",40
"Goniasmatidae",40
"Helicopsychidae",40
"Hutchinsoniellidae",40
"Laodiceidae",40
"Lepidostomidae",40
"Newellidae",40
"Noffkarkitaceae",40
"Otiorhynchidae",40
"PINNOTHERIDAE",40
"Planorbulinidae",40
"Pseudocaeciliidae",40
"PSEUDOLIVIDAE",40
"Selkirkiidae",40
"TRIGONIIDAE",40
"ACMAEIDAE",39
"Acrocirridae",39
"Apatelodidae",39
"Apteronotidae",39
"Aspredinidae",39
"Beecherellidae",39
"Blothrocrinidae",39
"Caryodidae",39
"CERATODONTIDAE",39
"Cheilocephalidae",39
"Clavidae",39
"CROSSOGNATHIDAE",39
"CYPRIDIDAE",39
"Echinochimaeridae",39
"Entelophyllidae",39
"Eudendriidae",39
"FELDMANIIDAE",39
"INOCERAMIDAE",39
"JULIIDAE",39
"LEPIDORBITOIDIDAE",39
"NIMRAVIDAE",39
"PARACYPRIDIDAE",39
"Piscicolidae",39
"Polyptychitidae",39
"Polyxenidae",39
"Prolixoplectidae",39
"Pyrgiidae?",39
"Rhamphorhynchidae",39
"Sabaconidae",39
"Shipingiidae",39
"Tarrasiidae",39
"Texacrinidae",39
"Thaumastocoeliidae",39
"Vidrioceratidae",39
"Abertellidae",38
"Carabodidae",38
"CTENACANTHIDAE",38
"Diastylidae",38
"Digonophyllidae",38
"Haplocrinitidae",38
"HAUERINIDAE",38
"Hexactinellidae",38
"Hybocrinidae",38
"Lophialetidae",38
"Lynceidae",38
"Malpighiaceae",38
"Margaritidae",38
"Mattheviidae",38
"MEGALOMASTOMIDAE",38
"OMOMYIDAE",38
"Pectinariidae",38
"Phenacolepadidae",38
"PLATYCERATIDAE",38
"Productorthidae",38
"Propeamussiidae",38
"Psyllidae",38
"Quasillitidae",38
"Rhyniaceae",38
"Sparganiaceae",38
"Tetragonuridae",38
"THALAMOPORELLIDAE",38
"Thecodontosauridae",38
"Thryonomyidae",38
"Verbenaceae",38
"Vibiliidae",38
"VIVERRAVIDAE",38
"Westonoceratidae",38
"Ypsilothuriidae",38
"ACERVULINIDAE",37
"AETHRIDAE",37
"Agromyzidae",37
"Anarcestidae",37
"Ascodictyidae",37
"ATHYRIDIDAE",37
"Bdellouridae",37
"Berycidae",37
"Channichthyidae",37
"Christianiidae",37
"Cixiidae",37
"Decadocrinidae",37
"Ephemeridae",37
"Eurypygidae",37
"Grallinidae",37
"Gramineae",37
"Gryphochitonidae",37
"Gymnitidae",37
"Hollinellidae",37
"Idiopidae",37
"Lesueurillidae",37
"Limacodidae",37
"Lituotubidae",37
"Macrosemiidae",37
"Myochamidae",37
"Pelagiidae",37
"Polymastiidae",37
"Prodidomidae",37
"Psechridae",37
"PTILODONTIDAE",37
"PYCNODONTIDAE",37
"Rhodocrinidae",37
"Santalaceae",37
"Syarinidae",37
"Teleosauridae",37
"Thyropteridae",37
"Verbeekinidae",37
"Volutomitridae",37
"Wiwaxiidae",37
"Yunnanocephalidae",37
"ZONITIDAE",37
"Aesopichthyidae",36
"ALLIGATORIDAE",36
"Anoplocephalidae",36
"Aplocheilidae",36
"Argulidae",36
"Basiliolidae",36
"Blissidae",36
"Bradoriidae",36
"Cancrisidae",36
"Clavagnostidae",36
"Cochleosauridae",36
"Dalodesmidae",36
"DERCETIDAE",36
"DIAPEROECIIDAE",36
"Diplacanthidae",36
"Dulidae",36
"Entomaspididae",36
"Gaimardiidae",36
"Garypidae",36
"GASTRODORIDAE",36
"Hallidayiaceae",36
"Hallirhoidae",36
"HESPERORNITHIDAE",36
"INTERATHERIIDAE",36
"Lobotidae",36
"LYMNAEIDAE",36
"Macrocyclidae",36
"Megalopodidae",36
"microbially induced structures",36
"Microcionidae",36
"Mimallonidae",36
"Olacaceae",36
"Pediculariidae",36
"Pemphredonidae",36
"Permosocidae",36
"Psammosteidae",36
"Raphidae",36
"Sarcophagidae",36
"Senoculidae",36
"Solaropsidae",36
"Solenoporaceae",36
"SUCCINEIDAE",36
"Tetrataxidae",36
"TRAPEZIIDAE",36
"Turtoniidae",36
"Aetideidae",35
"Agoristenidae",35
"Amblyopsidae",35
"Antilocapridae/Cervidae",35
"Asparagaceae",35
"Barinophytaceae",35
"Belemnitellidae",35
"Brassicaceae",35
"Caesalpiniaceae",35
"Ceratozetidae",35
"Changshaniidae",35
"Chaoboridae",35
"CHEIROLEPIDAE",35
"Cowiedesmidae",35
"CYCLONEMATIDAE",35
"Cytherettidae",35
"Dapediidae",35
"Diceratidae",35
"Elkaniidae",35
"Elpidiidae",35
"Endomychidae",35
"Ephemerellidae",35
"Ephippoceratidae",35
"Halecidae",35
"Harpadontidae",35
"Hemiscylliidae",35
"Homalonychidae",35
"Homocrinacea",35
"Kirkocystidae",35
"Laevitrigoniidae",35
"Lituitidae",35
"Loxostomatidae",35
"Megalosauridae",35
"Menidae",35
"Mesoblattinidae",35
"Micrabaciidae",35
"microbial earth",35
"Neodimorphoceratidae",35
"Phanerosteidae",35
"Podoctidae",35
"Protosuchidae",35
"Scatophagidae",35
"Shumarditidae",35
"SPIRIFERIDAE",35
"Stichasteridae",35
"Tachyglossidae",35
"Tectariaceae",35
"Timorphyllidae",35
"Trachinidae",35
"Trichopetalidae",35
"Vorhisiidae",35
"Anisopodidae",34
"Archaeidae",34
"Archaeobalanidae",34
"Charitometridae",34
"Colosteidae",34
"Coronulidae",34
"Crownoporidae",34
"Cyclomedusidae",34
"Dignathodontidae",34
"Dorididae",34
"ECHINONEIDAE",34
"Edrioasteridae",34
"Elasmosauridae",34
"Eresidae",34
"Fredericellidae",34
"Himerometridae",34
"Homalopteridae",34
"Kuhliidae",34
"Leptestiidae",34
"Lichenoididae",34
"LISTRACANTHIDAE",34
"LOPHOSPIRIDAE",34
"Megaspilidae",34
"Menomoniidae",34
"Micropezidae",34
"Miogypsinidae",34
"Monotidae",34
"Onagraceae",34
"Parechinidae",34
"Patellinidae",34
"Pergidae",34
"Petrobunidae",34
"Polydolopidae",34
"Polyzoniidae",34
"Prioniodontidae",34
"Ptenophyllidae",34
"RALLIDAE",34
"Sabellariidae",34
"SERAPHIDAE",34
"Theocyrtidae",34
"Trematosauridae",34
"TUBULIPORIDAE",34
"Unionicolidae",34
"Uranoceratidae",34
"Adianthidae",33
"Amphiliidae",33
"Amphipsocidae",33
"Aphelaspididae",33
"Bolivinoididae",33
"Bonelliidae",33
"Branchiosauridae",33
"Chactidae",33
"Clavagellidae",33
"Coccidae",33
"Coniopterygidae",33
"Conoidea",33
"Cuculaeidae",33
"Cymbaloporidae",33
"Davaineidae",33
"Dickinsoniaceae",33
"Dipoloceratidae",33
"Dipseudopsidae",33
"Distacodontidae",33
"Dysideidae",33
"Elaeocarpaceae",33
"Erithizontidae",33
"Fischerinidae",33
"Helioporidae",33
"Hibbardellidae",33
"HOLOCENTRIDAE",33
"Illaenuridae",33
"Komaspididae",33
"Kutorginidae",33
"Leptellinidae",33
"Macrocyprididae",33
"Meganeuridae",33
"Osmylidae",33
"Pentacauliscidae",33
"POLYCOTYLIDAE",33
"Poposauridae",33
"Protopteridae",33
"Protozygidae",33
"Pterotracheidae",33
"Ptiliidae",33
"Quadrijugatoridae",33
"Scythrididae",33
"Sillaginidae",33
"Siphonotidae",33
"Strophochonetidae",33
"SYMMORIIDAE",33
"Tetillidae",33
"Trypetidae",33
"Agriolimacidae",32
"Amygdalocystitidae",32
"Anomocarellidae",32
"ASSIMINEIDAE",32
"Atollidae",32
"Calanticidae",32
"Chrysalogoniidae",32
"Cosmopterigidae",32
"Cyathocystidae",32
"Damaeidae",32
"Deltatheridiidae",32
"Dercetidae",32
"Diatomaceae",32
"Eridonidae",32
"GLIRIDAE",32
"Haploceratidae",32
"Haplophragmoidiidae",32
"HOLASTERIDAE",32
"Hymenolepididae",32
"Icriodontidae",32
"Idiognathodontidae",32
"Klasmuridae",32
"LEPTAENIDAE",32
"Leptocytheridae",32
"Lestidae",32
"Luciferidae",32
"Neurankylidae",32
"Onychoteuthidae",32
"Panopeidae",32
"Paracenoceratidae",32
"Peltocarididae",32
"Permopanorpidae",32
"Plectofrondiculariidae",32
"PLEUROCERIDAE",32
"Prioniodidae",32
"Regalecidae",32
"Rhincodontidae",32
"SAURERPETONTIDAE",32
"Saurichthyidae",32
"Sibiritidae",32
"Sisoridae",32
"Strophopleuridae",32
"Stylosphaeridae",32
"Synanceiidae",32
"Tetrastemmatidae",32
"Tirolitidae",32
"Trogidae",32
"Zoroasteridae",32
"Aesiocrinidae",31
"Amphiporidae",31
"Arisolochiaceae",31
"Astrorhizidae",31
"Bdellacomidae",31
"Caprotinidae",31
"Chromodorididae",31
"Cocculinidae",31
"COLUBRIDAE",31
"Cranchiidae",31
"Cunoniaceae",31
"Cyatheaceae",31
"Diploblastidae",31
"Diplocercidae",31
"Dryinidae",31
"ERYOPIDAE",31
"Eubrontidae",31
"FLABELLIDAE",31
"Graminae",31
"JACULINIDAE",31
"Leptophlebiidae",31
"Maretiidae",31
"Megalopidae",31
"Microdesmidae",31
"Mycalidae",31
"Octochaetidae",31
"Oligorhynchiidae",31
"Onchidorididae",31
"Palaeothentidae",31
"Papiliophyllidae",31
"PLANULINIDAE",31
"Poteriorcrinitidae",31
"Proptychitidae",31
"Pseudofusulinidae",31
"Pseudosciuridae",31
"RHINOBATIDAE",31
"Schizochitonidae",31
"Schizophora",31
"Siphonotretidae",31
"Spyroceratidae",31
"STOMECHINIDAE",31
"Symbathocrinidae",31
"Taracidae",31
"Terabratulidae",31
"Thylacoleonidae",31
"Trapaceae",31
"Trichoniscidae",31
"Zygospyridae",31
"Acidae",30
"Anthemiphyliidae",30
"Anthomyiidae",30
"Arctostylopidae",30
"Bathysauridae",30
"Bittacidae",30
"Branchiostomatidae",30
"CERIONIDAE",30
"Chaetopteridae",30
"Cheirolepidae",30
"CHONETIDAE",30
"Corynidae",30
"Dinaritidae",30
"Endothiodontidae",30
"Estheriteidae",30
"Eucalyptocrinidae",30
"FIMBRIIDAE",30
"Fossaridae",30
"Haliplidae",30
"Hedenstroemiidae",30
"Heterolepidae",30
"Leaiidae",30
"Melagathiceratidae",30
"MUNIDIDAE",30
"Neoepiblemidae",30
"Ophidiiformes",30
"Pagetiidae",30
"PALAEORYCTIDAE",30
"Paradoxostomatidae",30
"Peltephilidae",30
"Perspicaridae",30
"Pinacoceratidae",30
"Pseudomelaniidae",30
"Psychomyiidae",30
"Pterothecidae",30
"Ptychatractidae",30
"Pygasteridae",30
"Rhaphidophoridae",30
"Ropalonariidae",30
"Schizoporellidae",30
"Sethocyrtidae",30
"Sibyrhynchidae",30
"Solpugidae",30
"Sphaerorthoceratidae",30
"STAGODONTIDAE",30
"STEGINOPORELLIDAE",30
"STROBILOPSIDAE",30
"Tanaocrinidae",30
"Tedeleaceae",30
"Thalassoceratidae",30
"Thalassometridae",30
"Tingidae",30
"VALVATIDAE",30
"Zanclidae",30
"Ageneiosidae",29
"Archaeopterygidae",29
"Aspidodiadematidae",29
"Berriasellidae",29
"Braarudosphaeraceae",29
"Callaeidae",29
"Candidae",29
"Carabidae?",29
"Cardipeltidae",29
"Cheiracanthidae",29
"Demopteridae",29
"Diatomophyceae",29
"Doubtfully Assigned to Metriophyllum",29
"ELONICHTHYIDAE",29
"Erotilidae",29
"Eumasticidae",29
"Grammicolepididae",29
"Hemidonacidae",29
"Histioteuthidae",29
"ICACINACEAE",29
"ICHTHYORNITHIDAE",29
"Isoëtaceae",29
"Labiduridae",29
"Luolishaniidae",29
"Micromelaniidae",29
"MIXODECTIDAE",29
"Mydidae",29
"Myrsinaceae",29
"Nilssoniaceae",29
"Paragorgiidae",29
"Paramphistomatidae",29
"Parapternodontidae",29
"Phalacromidae",29
"Philodinidae",29
"Pleurobranchidae",29
"Pseudonannolenidae",29
"Rhysodidae",29
"Saurodontidae",29
"Saurornithoididae",29
"Sertulariidae",29
"STREPTELASMATIDAE",29
"Sylvaphlebiidae",29
"Tarsophlebiidae",29
"Actaeonidae",28
"Alveolinidae",28
"Caeciliidae",28
"Caligidae",28
"Calpensiidae",28
"CANDIDAE",28
"Ceratretidae",28
"Cynocephalidae",28
"Dallinidae",28
"Dayiidae",28
"Dendronotidae",28
"ELLIPSOLAGENIDAE",28
"Geragnostidae",28
"Heminthochitonidae",28
"Heteroceridae",28
"HOLOPTYCHIIDAE",28
"Horneridae",28
"Lamellorthoceratidae",28
"Lophiostromatidae",28
"MEGALONYCHIDAE",28
"MEGATHERIIDAE",28
"Mimoceratidae",28
"Miralinidae",28
"MUCROSPIRIFERIDAE",28
"Palaeomutelidae",28
"Palaeotextulariidae",28
"Percopsidae",28
"Pfenderinidae",28
"Philobryidae",28
"Plesiopidae",28
"Porambonitidae",28
"Pristiophoridae",28
"Psychocidariidae",28
"Pygopidae",28
"Pyroteuthidae",28
"Raoellidae",28
"Receptaculitaceae",28
"Reduviidae",28
"Saldidae",28
"Scatopsidae",28
"Signiphoridae",28
"Stenopsocidae",28
"Uphantenidae",28
"Actinidiaceae",27
"AGRIOCHOERIDAE",27
"ALVEOLINIDAE",27
"Anthracocrinidae",27
"Aoridae",27
"Apiocrinidae",27
"Arenicolidae",27
"Ascocystitidae",27
"Astroblepidae",27
"Caecillidae",27
"Cenomanocarcinidae",27
"Centracanthidae",27
"Cepolidae",27
"Ceratomyopsidae",27
"CORVIDAE",27
"Ctenocystidae",27
"Cystothalamiidae",27
"Encyrtidae",27
"Favositidae?",27
"Glossinotoechiidae",27
"Heliasteridae",27
"HETEROHELICIDAE",27
"Hexacrinidae",27
"Jassidae",27
"Lithocampidae",27
"Macruridae",27
"Naraoiidae",27
"Nowakiidae",27
"Olindiadidae",27
"Palaeoscolecidae",27
"Palpimanidae",27
"Pantylidae",27
"PENEROPLIDAE",27
"Pennatulidae",27
"Petrosiidae",27
"Poikilosakidae",27
"Potomididae",27
"Ptinidae",27
"Raspailiidae",27
"Rhynchitidae",27
"SCAPHITIDAE",27
"Sericostomatidae",27
"Sespedectidae",27
"SPATANGIDAE",27
"Spongiostromata",27
"Stellispongiidae",27
"Telephinidae",27
"Titaneocidae",27
"TOXODONTIDAE",27
"TRAPEZIDAE",27
"Trimerophytaceae",27
"VICIDAE",27
"Westgardellidae",27
"Zopheridae",27
"ARACHNOPUSIIDAE",26
"Astriclypeidae",26
"Azollaceae",26
"Baltoceratidae",26
"Beulaceae",26
"Biseriamminidae",26
"Bransoniidae",26
"Burramyidae",26
"Callorhynchidae",26
"CERIOPORIDAE",26
"CHIRODONTIDAE",26
"Cooperellidae",26
"Cupressocrinitidae",26
"Cyaneidae",26
"Cymatophlebiidae",26
"Cynepteridaceae",26
"Czekanowskiaceae",26
"DASYPODIDAE",26
"Draconettidae",26
"Eirenidae",26
"ELLOBIIDAE",26
"Eoconulidae",26
"Erythraeidae",26
"Eschrichtiidae",26
"Estheriidae",26
"FABULARIIDAE",26
"Hapalidiaceae",26
"Heliscomyidae",26
"Menuridae",26
"Micheliniidae?",26
"Nemouridae",26
"Palaeoparadoxidae",26
"Perleididae",26
"Piloceratidae",26
"Pisocrinitidae",26
"PLAESIOMYIDAE",26
"Pliosauridae",26
"PORCELLANIDAE",26
"Prolagidae",26
"Pseudochromidae",26
"Pseudolingulidae",26
"Pseudopolymorphinidae",26
"Rhynchotetradidae",26
"Staphylinidae?",26
"Stenophlebiidae",26
"Sternaspidae",26
"Sublepidodendraceae",26
"Trogossitidae",26
"Typhlonectidae",26
"Varanopidae",26
"Veliidae",26
"Voltziaceae",26
"Winteraceae",26
"Anisolabididae",25
"ANTEDONIDAE",25
"Apterygidae",25
"Archaeoscyphiidae",25
"Bereniceidae",25
"Bibionidae?",25
"Cancroidea",25
"Carcinophoridae",25
"Cebochoeridae",25
"CERATOPSIDAE",25
"Collonidae",25
"Crestjahnitidae",25
"CRISIIDAE",25
"Cymatiidae",25
"Dalitidae",25
"Damesellidae",25
"Darwinulidae",25
"Davidsoniidae",25
"Echinorhinidae",25
"Eopholidostrophiidae",25
"Eugeniacrinitidae",25
"Eurekichthyidae",25
"Fasciphyllidae",25
"Glaessneropsidae",25
"Goeridae",25
"Gonambonitidae",25
"Heterenchelyidae",25
"Jaymoytiidae",25
"Labiidae",25
"Laelaptidae",25
"Lanceolidae",25
"Lechritrochoceratidae",25
"Limnoscelidae",25
"Mixopteridae",25
"Moravamminidae",25
"Nodosinellidae",25
"Opistognathidae",25
"Paracytherideidae",25
"PAVONITINIDAE",25
"Pholidotomidae",25
"Phormosomatidae",25
"Plantaginaceae",25
"Platystomatidae",25
"Pleurostomatidae",25
"Plumulariidae",25
"PROTEROGYRINIDAE",25
"Rachycentridae",25
"Rhachodesmidae",25
"Rhinopora",25
"RHIPIDOMELLIDAE",25
"Rhizophagidae",25
"Sagenocrinitidae",25
"Stannomidae",25
"Stenothecidae",25
"Sternophoridae",25
"SUIDAE",25
"Thamnasteriidae",25
"Thescelosauridae",25
"THYASIRIDAE",25
"Tremoctopodidae",25
"Tubulanidae",25
"Tudiclidae",25
"Ullmanniaceae",25
"Wanneriidae",25
"Acervulinidae",24
"Achilidae",24
"Acropsopilionidae",24
"Alastegiidae",24
"Alciopidae",24
"Architarbidae",24
"Bathynotidae",24
"Bellostomatidae",24
"Caddidae",24
"Camerinidae",24
"Carcharinidae",24
"Cardinalidae",24
"Ceratoikiscidae",24
"Cetiosauridae",24
"Chaunograptidae",24
"Clinoceratidae",24
"Cucurbitoideae",24
"Cyclolitidae",24
"Cyclopidae",24
"Cyrtendoceratidae",24
"Discodorididae",24
"Elipsocidae",24
"Enaliarctidae",24
"Eucitharidae",24
"Eulophidae",24
"FUSULINIDAE",24
"Glassiidae",24
"Glossoscolecidae",24
"Glossosomatidae",24
"Gondwanostachyaceae",24
"HEMIGALEIDAE",24
"HIPPOSIDERIDAE",24
"Holmiidae",24
"Hydractiniidae",24
"Ionopterygidae",24
"Krausellidae",24
"Leanchoiliidae",24
"Lepidopleuridae",24
"Leptidae",24
"LUNULITIDAE",24
"Mastodontidae",24
"MICROSYOPIDAE",24
"Mimosaceae",24
"OPHILETIDAE",24
"PILUMNIDAE",24
"Protoceratopsidae",24
"Pterasteridae",24
"Pterocoryidae",24
"Rangeaceae",24
"Saccopharyngidae",24
"SaIicaceae",24
"Spongiomorphidae",24
"Stenopodidae",24
"Tethyidae",24
"Tomopteridae",24
"Trachyphylliidae",24
"Tremataspidae",24
"Acarechimyidae",23
"Acrodelphidae",23
"Acropeltidae",23
"Agassizodontidae",23
"Amathinidae",23
"Amberleyidae",23
"Amphientomidae",23
"Anhimidae",23
"Anorthopygidae",23
"Apocalamitaceae",23
"Archeriidae",23
"Archinacellidae",23
"BAGGINIDAE",23
"Ballophilidae",23
"Blaberidae",23
"CAMARASAURIDAE",23
"Champsodontidae",23
"Chrysobalanaceae",23
"COELACANTHIDAE",23
"Coelostylinidae",23
"Columbitidae",23
"Diguetidae",23
"Dyscritellidae",23
"Elysiidae",23
"Fragilariaceae",23
"Harpagophoridae",23
"HELICOTOMIDAE",23
"Ichthyophiidae",23
"Iravadiidae",23
"Isodictyidae",23
"Juncaginaceae",23
"Kirkbyidae",23
"Kraussinidae",23
"Linstowiidae",23
"LOTTIIDAE",23
"Megapodagrionidae",23
"Mesuropetalidae",23
"Neoschwagerinidae",23
"Nepticulidae",23
"Ophthalmidiidae",23
"Palaeacmaeidae",23
"Palaeostylidae",23
"Paragastrioceratidae",23
"Paurorthidae",23
"PELOBATIDAE",23
"Pempherididae",23
"Phallostethidae",23
"POMACENTRIDAE",23
"PROPEAMUSSIIDAE",23
"Psammosphaeridae",23
"Pterospermataceae",23
"Rathkeidae",23
"RUEDEMANNOCERATIDAE",23
"Saurerpetontidae",23
"SCOLOPACIDAE",23
"Solemyididae",23
"Sphaerasteridae",23
"Stratodontidae",23
"Subergorgiidae",23
"SUBULINIDAE",23
"THIARIDAE",23
"Tubuliporidae",23
"Xenopeltidae",23
"Youngiellidae",23
"ACCIPITRIDAE",22
"Aegothelidae",22
"AMPHIBAMIDAE",22
"Anthocoridae",22
"Aparchitidae",22
"Asteronychidae",22
"Centropagidae",22
"Ceratomyidae",22
"CHAETETIDAE",22
"Cimolopterygidae",22
"Codonellidae",22
"Corallistidae",22
"Deimatidae",22
"Diademodontidae",22
"DISSOROPHIDAE",22
"Dyscoliidae",22
"Elcanidae",22
"elongate colonies",22
"Eomoropidae",22
"Family unnamed",22
"Gosibiidae",22
"Haplolepididae",22
"Hindiidae",22
"HOMOLIDAE",22
"Laevidentaliidae",22
"Lepidocentidae",22
"Lipotidae",22
"Loboidothyrididae",22
"Macrocephalitidae",22
"Metasibiritidae",22
"MICROCERAMIDAE",22
"Nebaliidae",22
"Nemonychidae",22
"Nuclanidae",22
"Onocleaceae",22
"Oridorsalidae",22
"Pectinatellidae",22
"Phenacolophidae",22
"PHILOSCIIDAE",22
"Phlyctaeniidae",22
"Plagiaulacidae",22
"Polycidaridae",22
"PROTOSTEGIDAE",22
"Psephenidae",22
"Pterpcephalidae",22
"Rotulidae",22
"Sagenocrinidae",22
"Sinograptidae",22
"Staurodermatidae",22
"STYLINODONTIDAE",22
"Symphytognathidae",22
"Taeniactinidae",22
"Temoridae",22
"Thelypteridaceae",22
"Thripidae",22
"TILLOTHERIIDAE",22
"Trilophosauridae",22
"Tsinaniidae",22
"Ulmariidae",22
"Urodacidae",22
"Xestoleberididae",22
"Zygodiscaceae",22
"Acrocrinidae",21
"Agalmatidae",21
"Allodontidae",21
"ALOKISTOCARIDAE",21
"Andrognathidae",21
"ANTHRACOTHERIIDAE",21
"Arachnoididae",21
"Arionoceratidae",21
"Aristeidae",21
"Asterostomatidae",21
"ATAXOPHRAGMIIDAE",21
"Brachiosauridae",21
"BYTHOCYTHERIDAE",21
"Bythotiaridae",21
"Chlorocyphidae",21
"CONULARIIDAE",21
"Corynoididae",21
"Cyathocrinidae",21
"Cynognathidae",21
"Deinopidae",21
"Dendrophyllidae",21
"Diatrymidae",21
"Dieneroceratidae",21
"Dimylidae",21
"Echiniscidae",21
"EMBERIZIDAE",21
"Eucytheridae",21
"Eurychilinidae",21
"Eurymylidae",21
"Eutichuridae",21
"Everticyclamminidae",21
"Fusinidae",21
"Gasterocomidae",21
"Hemisphaeramminidae",21
"Hemithyrididae",21
"Hernandiaceae",21
"Hexathelidae",21
"Holocystitidae",21
"Hydrobiosidae",21
"Ichnites indet.",21
"Iphimediidae",21
"Iulomorphidae",21
"Juliidae",21
"Lepidopsocidae",21
"Malapteruridae",21
"Mecysmaucheniidae",21
"Megaspiridae",21
"Melanatriidae",21
"Melittidae",21
"Miltonellidae",21
"Mitrocomidae",21
"Myopsocidae",21
"Oribatellidae",21
"PALAELODIDAE",21
"Palaeoblattariae",21
"Palaeuridae",21
"Paleosmiliidae",21
"Patulibracchiidae",21
"Proteocephalidae",21
"PSEUDOPHASMATIDAE",21
"Pseudosporochnaceae",21
"Psilidae",21
"Remingtonocetidae",21
"Rhipiphoridae",21
"round colonies",21
"Scaphidiidae",21
"Scopidae",21
"Siliphidae",21
"Spalacotheroidea",21
"Stenocismatidae",21
"Streptelasmidea",21
"Theonellidae",21
"Tristichopteridae",21
"Xyloplacidae",21
"Zygometridae",21
"Ampulariidae",20
"Aplodontiidae",20
"Armadellidae",20
"Arthropleuridae",20
"Asterocyclinidae",20
"Asterolepididae",20
"Bipaliidae",20
"Cabombaceae",20
"Caryophyllidae",20
"Caseidae",20
"Cassianellidae",20
"Cirridae",20
"CYMBALOPORIDAE",20
"DENDRASTERIDAE",20
"Desmacellidae",20
"DIPLOGRAPTIDAE",20
"DROMAEOSAURIDAE",20
"Dryosauridae",20
"Eatoniellidae",20
"Echiuridae",20
"Ectopsocidae",20
"ENTEROLITE",20
"ESCHARINIDAE",20
"EUCALYPTOCRINITIDAE",20
"Eudrilidae",20
"Eurymerodesmidae",20
"Fenestelliidae",20
"GALEOMMATIDAE",20
"Galeorhinidae",20
"Globigerinitidae",20
"Gnathodontidae",20
"Haplognathiidae",20
"HELALETIDAE",20
"Hippoboscidae",20
"Hungaritidae",20
"Lamponidae",20
"Lampridae",20
"Lasaniidae",20
"Leptestheriidae",20
"Mastigocrinidae",20
"Melanellidae",20
"Melicertidae",20
"Mirapinnidae",20
"Myoxidae",20
"Nymphaeoblastidae",20
"Nyssonidae",20
"ORMOCERATIDAE",20
"Orodontidae",20
"PECTINIIDAE",20
"Penicillidae",20
"Plagiorchiidae",20
"Porocephalidae",20
"Primitiopsidae",20
"Prolecanitidae",20
"Pseudophoridae",20
"Psophiidae",20
"Pycnogonidae",20
"Reimaniphylliidae",20
"Scutigerellidae",20
"Smittinidae",20
"SOWERBYELLIDAE",20
"Stainforthiidae",20
"Stenasteridae",20
"Stephanoberycidae",20
"Tetraclitidae",20
"Trichuridae",20
"Valenciniidae",20
"Vanhorniidae",20
"VESPERTILIONIDAE",20
"ACANTHOCHITONIDAE",19
"Acaridae",19
"Aeschnidae",19
"AKERIDAE",19
"Amber",19
"Anatinellidae",19
"Anthracosiidea",19
"Aplustridae",19
"Archaeomonadaceae",19
"Artemiidae",19
"ASPIDORHYNCHIDAE",19
"AULOPORIDAE",19
"Banffiidae",19
"Basterotiidae",19
"Bentheuphausiidae",19
"Brachycytheridae",19
"Bunodidae",19
"CHEILOPORINIDAE",19
"Citharidae",19
"Cladodontidae",19
"Cladoxylaceae",19
"Clusiidae",19
"Cruciferae",19
"Cyrenoididae",19
"Dentallidae",19
"Diasomatidae",19
"Dinomyidae",19
"Diphyidae",19
"Discohelicidae",19
"Drepanellidae",19
"Druppulidae",19
"Eucaenidae",19
"Eucinetidae",19
"Euryocrinidae",19
"EXECHONELLIDAE",19
"Fossulasteridae",19
"Gazacrinidae",19
"Glyphiulidae",19
"GLYPHOCYPHIDAE",19
"Gnetaceae",19
"Gonorhynchidae",19
"Haplophragmoididae",19
"Hastigerinidae",19
"HEGETOTHERIIDAE",19
"Horneophtaceae",19
"Hypochilidae",19
